referencia,ano,mes,regiao,estado,gasolina_comum_preco_revenda_avg,etanol_hidratado_preco_revenda_avg
2006-06,2006,6,Norte,Tocantins,2.774,2.102
2006-07,2006,7,Norte,Acre,2.97,2.3
2006-07,2006,7,Nordeste,Alagoas,2.82,2.033
2006-07,2006,7,Norte,Amapa,2.565,2.209
2006-07,2006,7,Norte,Amazonas,2.583,2.035
2006-07,2006,7,Nordeste,Bahia,2.646,1.908
2006-07,2006,7,Nordeste,Ceara,2.758,2.0
2006-07,2006,7,Centro Oeste,Distrito Federal,2.555,1.83
2006-07,2006,7,Sudeste,Espirito Santo,2.642,1.928
2006-07,2006,7,Centro Oeste,Goias,2.574,1.559
2006-07,2006,7,Nordeste,Maranhao,2.747,2.146
2006-07,2006,7,Centro Oeste,Mato Grosso,2.961,1.932
2006-07,2006,7,Centro Oeste,Mato Grosso Do Sul,2.745,1.851
2006-07,2006,7,Sudeste,Minas Gerais,2.496,1.863
2006-07,2006,7,Norte,Para,2.662,2.371
2006-07,2006,7,Nordeste,Paraiba,2.51,1.984
2006-07,2006,7,Sul,Parana,2.522,1.55
2006-07,2006,7,Nordeste,Pernambuco,2.703,1.951
2006-07,2006,7,Nordeste,Piaui,2.507,2.178
2006-07,2006,7,Sudeste,Rio De Janeiro,2.561,1.803
2006-07,2006,7,Nordeste,Rio Grande Do Norte,2.61,1.983
2006-07,2006,7,Sul,Rio Grande Do Sul,2.733,2.103
2006-07,2006,7,Norte,Rondonia,2.669,2.143
2006-07,2006,7,Norte,Roraima,2.974,2.295
2006-07,2006,7,Sul,Santa Catarina,2.517,1.7
2006-07,2006,7,Sudeste,Sao Paulo,2.451,1.355
2006-07,2006,7,Nordeste,Sergipe,2.563,2.087
2006-07,2006,7,Norte,Tocantins,2.776,1.991
2006-08,2006,8,Norte,Acre,2.968,2.254
2006-08,2006,8,Nordeste,Alagoas,2.819,2.044
2006-08,2006,8,Norte,Amapa,2.541,2.203
2006-08,2006,8,Norte,Amazonas,2.582,2.009
2006-08,2006,8,Nordeste,Bahia,2.65,1.893
2006-08,2006,8,Nordeste,Ceara,2.749,2.004
2006-08,2006,8,Centro Oeste,Distrito Federal,2.623,1.815
2006-08,2006,8,Sudeste,Espirito Santo,2.714,1.927
2006-08,2006,8,Centro Oeste,Goias,2.642,1.536
2006-08,2006,8,Nordeste,Maranhao,2.76,2.125
2006-08,2006,8,Centro Oeste,Mato Grosso,2.953,1.878
2006-08,2006,8,Centro Oeste,Mato Grosso Do Sul,2.764,1.859
2006-08,2006,8,Sudeste,Minas Gerais,2.49,1.857
2006-08,2006,8,Norte,Para,2.649,2.34
2006-08,2006,8,Nordeste,Paraiba,2.659,2.031
2006-08,2006,8,Sul,Parana,2.468,1.565
2006-08,2006,8,Nordeste,Pernambuco,2.635,1.965
2006-08,2006,8,Nordeste,Piaui,2.509,2.176
2006-08,2006,8,Sudeste,Rio De Janeiro,2.554,1.802
2006-08,2006,8,Nordeste,Rio Grande Do Norte,2.656,1.987
2006-08,2006,8,Sul,Rio Grande Do Sul,2.742,2.093
2006-08,2006,8,Norte,Rondonia,2.687,2.099
2006-08,2006,8,Norte,Roraima,2.926,2.291
2006-08,2006,8,Sul,Santa Catarina,2.515,1.696
2006-08,2006,8,Sudeste,Sao Paulo,2.451,1.365
2006-08,2006,8,Nordeste,Sergipe,2.547,2.084
2006-08,2006,8,Norte,Tocantins,2.764,1.965
2006-09,2006,9,Norte,Acre,2.966,2.236
2006-09,2006,9,Nordeste,Alagoas,2.82,2.042
2006-09,2006,9,Norte,Amapa,2.525,2.196
2006-09,2006,9,Norte,Amazonas,2.57,1.986
2006-09,2006,9,Nordeste,Bahia,2.69,1.88
2006-09,2006,9,Nordeste,Ceara,2.74,1.993
2006-09,2006,9,Centro Oeste,Distrito Federal,2.618,1.772
2006-09,2006,9,Sudeste,Espirito Santo,2.699,1.921
2006-09,2006,9,Centro Oeste,Goias,2.64,1.48
2006-09,2006,9,Nordeste,Maranhao,2.736,2.098
2006-09,2006,9,Centro Oeste,Mato Grosso,2.958,1.857
2006-09,2006,9,Centro Oeste,Mato Grosso Do Sul,2.724,1.834
2006-09,2006,9,Sudeste,Minas Gerais,2.494,1.821
2006-09,2006,9,Norte,Para,2.649,2.332
2006-09,2006,9,Nordeste,Paraiba,2.653,2.019
2006-09,2006,9,Sul,Parana,2.447,1.494
2006-09,2006,9,Nordeste,Pernambuco,2.666,1.936
2006-09,2006,9,Nordeste,Piaui,2.506,2.14
2006-09,2006,9,Sudeste,Rio De Janeiro,2.551,1.779
2006-09,2006,9,Nordeste,Rio Grande Do Norte,2.708,1.983
2006-09,2006,9,Sul,Rio Grande Do Sul,2.715,2.004
2006-09,2006,9,Norte,Rondonia,2.771,2.085
2006-09,2006,9,Norte,Roraima,2.808,2.272
2006-09,2006,9,Sul,Santa Catarina,2.514,1.683
2006-09,2006,9,Sudeste,Sao Paulo,2.442,1.29
2006-09,2006,9,Nordeste,Sergipe,2.544,2.093
2006-09,2006,9,Norte,Tocantins,2.756,1.93
2006-10,2006,10,Norte,Acre,2.962,2.224
2006-10,2006,10,Nordeste,Alagoas,2.821,1.98
2006-10,2006,10,Norte,Amapa,2.515,2.139
2006-10,2006,10,Norte,Amazonas,2.528,1.946
2006-10,2006,10,Nordeste,Bahia,2.677,1.818
2006-10,2006,10,Nordeste,Ceara,2.718,1.91
2006-10,2006,10,Centro Oeste,Distrito Federal,2.509,1.714
2006-10,2006,10,Sudeste,Espirito Santo,2.627,1.884
2006-10,2006,10,Centro Oeste,Goias,2.585,1.404
2006-10,2006,10,Nordeste,Maranhao,2.764,2.051
2006-10,2006,10,Centro Oeste,Mato Grosso,2.953,1.826
2006-10,2006,10,Centro Oeste,Mato Grosso Do Sul,2.694,1.798
2006-10,2006,10,Sudeste,Minas Gerais,2.483,1.777
2006-10,2006,10,Norte,Para,2.638,2.288
2006-10,2006,10,Nordeste,Paraiba,2.64,1.933
2006-10,2006,10,Sul,Parana,2.509,1.493
2006-10,2006,10,Nordeste,Pernambuco,2.646,1.775
2006-10,2006,10,Nordeste,Piaui,2.451,2.055
2006-10,2006,10,Sudeste,Rio De Janeiro,2.539,1.737
2006-10,2006,10,Nordeste,Rio Grande Do Norte,2.709,1.847
2006-10,2006,10,Sul,Rio Grande Do Sul,2.718,1.913
2006-10,2006,10,Norte,Rondonia,2.779,2.062
2006-10,2006,10,Norte,Roraima,2.735,2.122
2006-10,2006,10,Sul,Santa Catarina,2.574,1.711
2006-10,2006,10,Sudeste,Sao Paulo,2.439,1.232
2006-10,2006,10,Nordeste,Sergipe,2.544,2.061
2006-10,2006,10,Norte,Tocantins,2.75,1.902
2006-11,2006,11,Norte,Acre,2.957,2.183
2006-11,2006,11,Nordeste,Alagoas,2.818,1.863
2006-11,2006,11,Norte,Amapa,2.491,2.124
2006-11,2006,11,Norte,Amazonas,2.51,1.874
2006-11,2006,11,Nordeste,Bahia,2.631,1.763
2006-11,2006,11,Nordeste,Ceara,2.683,1.796
2006-11,2006,11,Centro Oeste,Distrito Federal,2.667,1.799
2006-11,2006,11,Sudeste,Espirito Santo,2.583,1.846
2006-11,2006,11,Centro Oeste,Goias,2.556,1.474
2006-11,2006,11,Nordeste,Maranhao,2.743,1.973
2006-11,2006,11,Centro Oeste,Mato Grosso,2.949,1.802
2006-11,2006,11,Centro Oeste,Mato Grosso Do Sul,2.747,1.771
2006-11,2006,11,Sudeste,Minas Gerais,2.463,1.743
2006-11,2006,11,Norte,Para,2.61,2.19
2006-11,2006,11,Nordeste,Paraiba,2.63,1.763
2006-11,2006,11,Sul,Parana,2.535,1.496
2006-11,2006,11,Nordeste,Pernambuco,2.578,1.674
2006-11,2006,11,Nordeste,Piaui,2.399,1.994
2006-11,2006,11,Sudeste,Rio De Janeiro,2.534,1.71
2006-11,2006,11,Nordeste,Rio Grande Do Norte,2.66,1.723
2006-11,2006,11,Sul,Rio Grande Do Sul,2.695,1.875
2006-11,2006,11,Norte,Rondonia,2.76,2.032
2006-11,2006,11,Norte,Roraima,2.648,2.008
2006-11,2006,11,Sul,Santa Catarina,2.567,1.693
2006-11,2006,11,Sudeste,Sao Paulo,2.425,1.216
2006-11,2006,11,Nordeste,Sergipe,2.536,1.984
2006-11,2006,11,Norte,Tocantins,2.742,1.874
2006-12,2006,12,Norte,Acre,2.946,2.073
2006-12,2006,12,Nordeste,Alagoas,2.819,1.8
2006-12,2006,12,Norte,Amapa,2.49,2.118
2006-12,2006,12,Norte,Amazonas,2.484,1.857
2006-12,2006,12,Nordeste,Bahia,2.619,1.741
2006-12,2006,12,Nordeste,Ceara,2.658,1.752
2006-12,2006,12,Centro Oeste,Distrito Federal,2.65,1.775
2006-12,2006,12,Sudeste,Espirito Santo,2.578,1.81
2006-12,2006,12,Centro Oeste,Goias,2.553,1.502
2006-12,2006,12,Nordeste,Maranhao,2.753,1.902
2006-12,2006,12,Centro Oeste,Mato Grosso,2.945,1.779
2006-12,2006,12,Centro Oeste,Mato Grosso Do Sul,2.744,1.749
2006-12,2006,12,Sudeste,Minas Gerais,2.467,1.732
2006-12,2006,12,Norte,Para,2.617,2.152
2006-12,2006,12,Nordeste,Paraiba,2.628,1.738
2006-12,2006,12,Sul,Parana,2.517,1.49
2006-12,2006,12,Nordeste,Pernambuco,2.627,1.643
2006-12,2006,12,Nordeste,Piaui,2.385,1.955
2006-12,2006,12,Sudeste,Rio De Janeiro,2.53,1.702
2006-12,2006,12,Nordeste,Rio Grande Do Norte,2.552,1.659
2006-12,2006,12,Sul,Rio Grande Do Sul,2.683,1.856
2006-12,2006,12,Norte,Rondonia,2.745,2.009
2006-12,2006,12,Norte,Roraima,2.707,2.008
2006-12,2006,12,Sul,Santa Catarina,2.55,1.682
2006-12,2006,12,Sudeste,Sao Paulo,2.418,1.23
2006-12,2006,12,Nordeste,Sergipe,2.527,1.951
2006-12,2006,12,Norte,Tocantins,2.739,1.852
2007-01,2007,1,Norte,Acre,2.936,2.109
2007-01,2007,1,Nordeste,Alagoas,2.817,1.794
2007-01,2007,1,Norte,Amapa,2.511,2.099
2007-01,2007,1,Norte,Amazonas,2.413,1.87
2007-01,2007,1,Nordeste,Bahia,2.661,1.755
2007-01,2007,1,Nordeste,Ceara,2.652,1.741
2007-01,2007,1,Centro Oeste,Distrito Federal,2.536,1.807
2007-01,2007,1,Sudeste,Espirito Santo,2.675,1.846
2007-01,2007,1,Centro Oeste,Goias,2.444,1.513
2007-01,2007,1,Nordeste,Maranhao,2.751,1.897
2007-01,2007,1,Centro Oeste,Mato Grosso,2.944,1.806
2007-01,2007,1,Centro Oeste,Mato Grosso Do Sul,2.735,1.769
2007-01,2007,1,Sudeste,Minas Gerais,2.468,1.785
2007-01,2007,1,Norte,Para,2.622,2.187
2007-01,2007,1,Nordeste,Paraiba,2.626,1.71
2007-01,2007,1,Sul,Parana,2.468,1.529
2007-01,2007,1,Nordeste,Pernambuco,2.61,1.632
2007-01,2007,1,Nordeste,Piaui,2.373,1.924
2007-01,2007,1,Sudeste,Rio De Janeiro,2.53,1.772
2007-01,2007,1,Nordeste,Rio Grande Do Norte,2.565,1.645
2007-01,2007,1,Sul,Rio Grande Do Sul,2.655,1.89
2007-01,2007,1,Norte,Rondonia,2.741,1.991
2007-01,2007,1,Norte,Roraima,2.76,2.048
2007-01,2007,1,Sul,Santa Catarina,2.558,1.742
2007-01,2007,1,Sudeste,Sao Paulo,2.426,1.383
2007-01,2007,1,Nordeste,Sergipe,2.525,1.942
2007-01,2007,1,Norte,Tocantins,2.74,1.865
2007-02,2007,2,Norte,Acre,2.929,2.138
2007-02,2007,2,Nordeste,Alagoas,2.814,1.797
2007-02,2007,2,Norte,Amapa,2.516,2.056
2007-02,2007,2,Norte,Amazonas,2.52,1.892
2007-02,2007,2,Nordeste,Bahia,2.676,1.759
2007-02,2007,2,Nordeste,Ceara,2.649,1.753
2007-02,2007,2,Centro Oeste,Distrito Federal,2.544,1.835
2007-02,2007,2,Sudeste,Espirito Santo,2.67,1.874
2007-02,2007,2,Centro Oeste,Goias,2.549,1.554
2007-02,2007,2,Nordeste,Maranhao,2.75,1.907
2007-02,2007,2,Centro Oeste,Mato Grosso,2.943,1.679
2007-02,2007,2,Centro Oeste,Mato Grosso Do Sul,2.689,1.774
2007-02,2007,2,Sudeste,Minas Gerais,2.447,1.787
2007-02,2007,2,Norte,Para,2.598,2.191
2007-02,2007,2,Nordeste,Paraiba,2.625,1.693
2007-02,2007,2,Sul,Parana,2.478,1.546
2007-02,2007,2,Nordeste,Pernambuco,2.566,1.632
2007-02,2007,2,Nordeste,Piaui,2.424,1.939
2007-02,2007,2,Sudeste,Rio De Janeiro,2.529,1.788
2007-02,2007,2,Nordeste,Rio Grande Do Norte,2.55,1.64
2007-02,2007,2,Sul,Rio Grande Do Sul,2.566,1.878
2007-02,2007,2,Norte,Rondonia,2.724,2.007
2007-02,2007,2,Norte,Roraima,2.763,2.092
2007-02,2007,2,Sul,Santa Catarina,2.549,1.747
2007-02,2007,2,Sudeste,Sao Paulo,2.422,1.379
2007-02,2007,2,Nordeste,Sergipe,2.525,1.944
2007-02,2007,2,Norte,Tocantins,2.737,1.891
2007-03,2007,3,Norte,Acre,2.939,2.119
2007-03,2007,3,Nordeste,Alagoas,2.812,1.799
2007-03,2007,3,Norte,Amapa,2.519,2.049
2007-03,2007,3,Norte,Amazonas,2.519,1.884
2007-03,2007,3,Nordeste,Bahia,2.669,1.756
2007-03,2007,3,Nordeste,Ceara,2.641,1.758
2007-03,2007,3,Centro Oeste,Distrito Federal,2.496,1.776
2007-03,2007,3,Sudeste,Espirito Santo,2.666,1.872
2007-03,2007,3,Centro Oeste,Goias,2.571,1.538
2007-03,2007,3,Nordeste,Maranhao,2.747,1.918
2007-03,2007,3,Centro Oeste,Mato Grosso,2.938,1.69
2007-03,2007,3,Centro Oeste,Mato Grosso Do Sul,2.682,1.778
2007-03,2007,3,Sudeste,Minas Gerais,2.493,1.787
2007-03,2007,3,Norte,Para,2.584,2.196
2007-03,2007,3,Nordeste,Paraiba,2.643,1.686
2007-03,2007,3,Sul,Parana,2.437,1.529
2007-03,2007,3,Nordeste,Pernambuco,2.611,1.629
2007-03,2007,3,Nordeste,Piaui,2.508,1.965
2007-03,2007,3,Sudeste,Rio De Janeiro,2.527,1.784
2007-03,2007,3,Nordeste,Rio Grande Do Norte,2.603,1.663
2007-03,2007,3,Sul,Rio Grande Do Sul,2.583,1.868
2007-03,2007,3,Norte,Rondonia,2.698,2.007
2007-03,2007,3,Norte,Roraima,2.764,2.097
2007-03,2007,3,Sul,Santa Catarina,2.552,1.747
2007-03,2007,3,Sudeste,Sao Paulo,2.417,1.376
2007-03,2007,3,Nordeste,Sergipe,2.519,1.929
2007-03,2007,3,Norte,Tocantins,2.739,1.892
2007-04,2007,4,Norte,Acre,2.949,2.111
2007-04,2007,4,Nordeste,Alagoas,2.811,1.824
2007-04,2007,4,Norte,Amapa,2.601,2.075
2007-04,2007,4,Norte,Amazonas,2.518,1.905
2007-04,2007,4,Nordeste,Bahia,2.676,1.772
2007-04,2007,4,Nordeste,Ceara,2.632,1.76
2007-04,2007,4,Centro Oeste,Distrito Federal,2.458,1.806
2007-04,2007,4,Sudeste,Espirito Santo,2.682,1.957
2007-04,2007,4,Centro Oeste,Goias,2.597,1.689
2007-04,2007,4,Nordeste,Maranhao,2.747,1.956
2007-04,2007,4,Centro Oeste,Mato Grosso,2.934,1.854
2007-04,2007,4,Centro Oeste,Mato Grosso Do Sul,2.662,1.846
2007-04,2007,4,Sudeste,Minas Gerais,2.506,1.853
2007-04,2007,4,Norte,Para,2.585,2.222
2007-04,2007,4,Nordeste,Paraiba,2.651,1.747
2007-04,2007,4,Sul,Parana,2.443,1.666
2007-04,2007,4,Nordeste,Pernambuco,2.659,1.637
2007-04,2007,4,Nordeste,Piaui,2.575,1.998
2007-04,2007,4,Sudeste,Rio De Janeiro,2.55,1.84
2007-04,2007,4,Nordeste,Rio Grande Do Norte,2.595,1.685
2007-04,2007,4,Sul,Rio Grande Do Sul,2.589,1.979
2007-04,2007,4,Norte,Rondonia,2.673,2.009
2007-04,2007,4,Norte,Roraima,2.695,2.112
2007-04,2007,4,Sul,Santa Catarina,2.578,1.868
2007-04,2007,4,Sudeste,Sao Paulo,2.44,1.47
2007-04,2007,4,Nordeste,Sergipe,2.521,1.939
2007-04,2007,4,Norte,Tocantins,2.742,1.913
2007-05,2007,5,Norte,Acre,2.949,2.119
2007-05,2007,5,Nordeste,Alagoas,2.813,1.857
2007-05,2007,5,Norte,Amapa,2.642,2.093
2007-05,2007,5,Norte,Amazonas,2.517,1.917
2007-05,2007,5,Nordeste,Bahia,2.659,1.792
2007-05,2007,5,Nordeste,Ceara,2.608,1.782
2007-05,2007,5,Centro Oeste,Distrito Federal,2.65,1.916
2007-05,2007,5,Sudeste,Espirito Santo,2.697,1.998
2007-05,2007,5,Centro Oeste,Goias,2.6,1.615
2007-05,2007,5,Nordeste,Maranhao,2.742,1.977
2007-05,2007,5,Centro Oeste,Mato Grosso,2.928,1.666
2007-05,2007,5,Centro Oeste,Mato Grosso Do Sul,2.725,1.89
2007-05,2007,5,Sudeste,Minas Gerais,2.503,1.866
2007-05,2007,5,Norte,Para,2.666,2.275
2007-05,2007,5,Nordeste,Paraiba,2.607,1.827
2007-05,2007,5,Sul,Parana,2.392,1.596
2007-05,2007,5,Nordeste,Pernambuco,2.623,1.655
2007-05,2007,5,Nordeste,Piaui,2.6,2.031
2007-05,2007,5,Sudeste,Rio De Janeiro,2.559,1.858
2007-05,2007,5,Nordeste,Rio Grande Do Norte,2.601,1.711
2007-05,2007,5,Sul,Rio Grande Do Sul,2.565,1.975
2007-05,2007,5,Norte,Rondonia,2.679,2.008
2007-05,2007,5,Norte,Roraima,2.597,2.149
2007-05,2007,5,Sul,Santa Catarina,2.571,1.877
2007-05,2007,5,Sudeste,Sao Paulo,2.455,1.469
2007-05,2007,5,Nordeste,Sergipe,2.525,1.952
2007-05,2007,5,Norte,Tocantins,2.748,1.924
2007-06,2007,6,Norte,Acre,2.939,2.104
2007-06,2007,6,Nordeste,Alagoas,2.81,1.847
2007-06,2007,6,Norte,Amapa,2.395,2.029
2007-06,2007,6,Norte,Amazonas,2.515,1.861
2007-06,2007,6,Nordeste,Bahia,2.583,1.738
2007-06,2007,6,Nordeste,Ceara,2.542,1.775
2007-06,2007,6,Centro Oeste,Distrito Federal,2.661,1.717
2007-06,2007,6,Sudeste,Espirito Santo,2.65,1.869
2007-06,2007,6,Centro Oeste,Goias,2.582,1.396
2007-06,2007,6,Nordeste,Maranhao,2.736,1.924
2007-06,2007,6,Centro Oeste,Mato Grosso,2.936,1.438
2007-06,2007,6,Centro Oeste,Mato Grosso Do Sul,2.766,1.761
2007-06,2007,6,Sudeste,Minas Gerais,2.468,1.717
2007-06,2007,6,Norte,Para,2.658,2.214
2007-06,2007,6,Nordeste,Paraiba,2.53,1.806
2007-06,2007,6,Sul,Parana,2.391,1.373
2007-06,2007,6,Nordeste,Pernambuco,2.66,1.662
2007-06,2007,6,Nordeste,Piaui,2.616,1.978
2007-06,2007,6,Sudeste,Rio De Janeiro,2.548,1.726
2007-06,2007,6,Nordeste,Rio Grande Do Norte,2.535,1.703
2007-06,2007,6,Sul,Rio Grande Do Sul,2.602,1.805
2007-06,2007,6,Norte,Rondonia,2.673,1.971
2007-06,2007,6,Norte,Roraima,2.565,2.146
2007-06,2007,6,Sul,Santa Catarina,2.568,1.767
2007-06,2007,6,Sudeste,Sao Paulo,2.44,1.298
2007-06,2007,6,Nordeste,Sergipe,2.52,1.944
2007-06,2007,6,Norte,Tocantins,2.745,1.808
2007-07,2007,7,Norte,Acre,2.906,2.017
2007-07,2007,7,Nordeste,Alagoas,2.809,1.822
2007-07,2007,7,Norte,Amapa,2.302,1.969
2007-07,2007,7,Norte,Amazonas,2.486,1.705
2007-07,2007,7,Nordeste,Bahia,2.626,1.686
2007-07,2007,7,Nordeste,Ceara,2.558,1.743
2007-07,2007,7,Centro Oeste,Distrito Federal,2.622,1.485
2007-07,2007,7,Sudeste,Espirito Santo,2.63,1.757
2007-07,2007,7,Centro Oeste,Goias,2.564,1.31
2007-07,2007,7,Nordeste,Maranhao,2.728,1.854
2007-07,2007,7,Centro Oeste,Mato Grosso,2.927,1.323
2007-07,2007,7,Centro Oeste,Mato Grosso Do Sul,2.721,1.652
2007-07,2007,7,Sudeste,Minas Gerais,2.444,1.616
2007-07,2007,7,Norte,Para,2.641,2.079
2007-07,2007,7,Nordeste,Paraiba,2.496,1.778
2007-07,2007,7,Sul,Parana,2.409,1.309
2007-07,2007,7,Nordeste,Pernambuco,2.527,1.649
2007-07,2007,7,Nordeste,Piaui,2.611,1.922
2007-07,2007,7,Sudeste,Rio De Janeiro,2.53,1.628
2007-07,2007,7,Nordeste,Rio Grande Do Norte,2.492,1.646
2007-07,2007,7,Sul,Rio Grande Do Sul,2.573,1.651
2007-07,2007,7,Norte,Rondonia,2.647,1.893
2007-07,2007,7,Norte,Roraima,2.572,2.071
2007-07,2007,7,Sul,Santa Catarina,2.546,1.679
2007-07,2007,7,Sudeste,Sao Paulo,2.419,1.17
2007-07,2007,7,Nordeste,Sergipe,2.514,1.902
2007-07,2007,7,Norte,Tocantins,2.73,1.653
2007-08,2007,8,Norte,Acre,2.901,2.009
2007-08,2007,8,Nordeste,Alagoas,2.805,1.78
2007-08,2007,8,Norte,Amapa,2.263,1.959
2007-08,2007,8,Norte,Amazonas,2.435,1.649
2007-08,2007,8,Nordeste,Bahia,2.553,1.633
2007-08,2007,8,Nordeste,Ceara,2.654,1.73
2007-08,2007,8,Centro Oeste,Distrito Federal,2.582,1.507
2007-08,2007,8,Sudeste,Espirito Santo,2.527,1.716
2007-08,2007,8,Centro Oeste,Goias,2.367,1.21
2007-08,2007,8,Nordeste,Maranhao,2.716,1.816
2007-08,2007,8,Centro Oeste,Mato Grosso,2.806,1.269
2007-08,2007,8,Centro Oeste,Mato Grosso Do Sul,2.686,1.601
2007-08,2007,8,Sudeste,Minas Gerais,2.441,1.585
2007-08,2007,8,Norte,Para,2.631,2.037
2007-08,2007,8,Nordeste,Paraiba,2.451,1.75
2007-08,2007,8,Sul,Parana,2.455,1.32
2007-08,2007,8,Nordeste,Pernambuco,2.648,1.642
2007-08,2007,8,Nordeste,Piaui,2.638,1.892
2007-08,2007,8,Sudeste,Rio De Janeiro,2.525,1.585
2007-08,2007,8,Nordeste,Rio Grande Do Norte,2.502,1.626
2007-08,2007,8,Sul,Rio Grande Do Sul,2.535,1.577
2007-08,2007,8,Norte,Rondonia,2.635,1.799
2007-08,2007,8,Norte,Roraima,2.575,2.057
2007-08,2007,8,Sul,Santa Catarina,2.522,1.616
2007-08,2007,8,Sudeste,Sao Paulo,2.396,1.108
2007-08,2007,8,Nordeste,Sergipe,2.509,1.88
2007-08,2007,8,Norte,Tocantins,2.716,1.588
2007-09,2007,9,Norte,Acre,2.899,2.002
2007-09,2007,9,Nordeste,Alagoas,2.806,1.743
2007-09,2007,9,Norte,Amapa,2.23,1.922
2007-09,2007,9,Norte,Amazonas,2.445,1.611
2007-09,2007,9,Nordeste,Bahia,2.515,1.605
2007-09,2007,9,Nordeste,Ceara,2.645,1.696
2007-09,2007,9,Centro Oeste,Distrito Federal,2.569,1.501
2007-09,2007,9,Sudeste,Espirito Santo,2.498,1.677
2007-09,2007,9,Centro Oeste,Goias,2.36,1.208
2007-09,2007,9,Nordeste,Maranhao,2.707,1.8
2007-09,2007,9,Centro Oeste,Mato Grosso,2.818,1.267
2007-09,2007,9,Centro Oeste,Mato Grosso Do Sul,2.675,1.586
2007-09,2007,9,Sudeste,Minas Gerais,2.412,1.542
2007-09,2007,9,Norte,Para,2.63,2.017
2007-09,2007,9,Nordeste,Paraiba,2.425,1.731
2007-09,2007,9,Sul,Parana,2.45,1.308
2007-09,2007,9,Nordeste,Pernambuco,2.659,1.626
2007-09,2007,9,Nordeste,Piaui,2.579,1.858
2007-09,2007,9,Sudeste,Rio De Janeiro,2.519,1.559
2007-09,2007,9,Nordeste,Rio Grande Do Norte,2.491,1.618
2007-09,2007,9,Sul,Rio Grande Do Sul,2.481,1.54
2007-09,2007,9,Norte,Rondonia,2.648,1.779
2007-09,2007,9,Norte,Roraima,2.576,2.022
2007-09,2007,9,Sul,Santa Catarina,2.51,1.576
2007-09,2007,9,Sudeste,Sao Paulo,2.384,1.081
2007-09,2007,9,Nordeste,Sergipe,2.515,1.876
2007-09,2007,9,Norte,Tocantins,2.708,1.536
2007-10,2007,10,Norte,Acre,2.896,1.999
2007-10,2007,10,Nordeste,Alagoas,2.797,1.688
2007-10,2007,10,Norte,Amapa,2.298,1.905
2007-10,2007,10,Norte,Amazonas,2.391,1.593
2007-10,2007,10,Nordeste,Bahia,2.557,1.57
2007-10,2007,10,Nordeste,Ceara,2.63,1.657
2007-10,2007,10,Centro Oeste,Distrito Federal,2.552,1.485
2007-10,2007,10,Sudeste,Espirito Santo,2.588,1.672
2007-10,2007,10,Centro Oeste,Goias,2.543,1.36
2007-10,2007,10,Nordeste,Maranhao,2.698,1.785
2007-10,2007,10,Centro Oeste,Mato Grosso,2.838,1.274
2007-10,2007,10,Centro Oeste,Mato Grosso Do Sul,2.673,1.58
2007-10,2007,10,Sudeste,Minas Gerais,2.408,1.508
2007-10,2007,10,Norte,Para,2.62,1.992
2007-10,2007,10,Nordeste,Paraiba,2.432,1.708
2007-10,2007,10,Sul,Parana,2.446,1.299
2007-10,2007,10,Nordeste,Pernambuco,2.542,1.593
2007-10,2007,10,Nordeste,Piaui,2.632,1.832
2007-10,2007,10,Sudeste,Rio De Janeiro,2.514,1.546
2007-10,2007,10,Nordeste,Rio Grande Do Norte,2.507,1.587
2007-10,2007,10,Sul,Rio Grande Do Sul,2.497,1.539
2007-10,2007,10,Norte,Rondonia,2.675,1.761
2007-10,2007,10,Norte,Roraima,2.572,1.958
2007-10,2007,10,Sul,Santa Catarina,2.507,1.567
2007-10,2007,10,Sudeste,Sao Paulo,2.38,1.067
2007-10,2007,10,Nordeste,Sergipe,2.514,1.853
2007-10,2007,10,Norte,Tocantins,2.706,1.509
2007-11,2007,11,Norte,Acre,2.898,2.005
2007-11,2007,11,Nordeste,Alagoas,2.787,1.644
2007-11,2007,11,Norte,Amapa,2.437,1.901
2007-11,2007,11,Norte,Amazonas,2.436,1.626
2007-11,2007,11,Nordeste,Bahia,2.576,1.588
2007-11,2007,11,Nordeste,Ceara,2.492,1.647
2007-11,2007,11,Centro Oeste,Distrito Federal,2.575,1.626
2007-11,2007,11,Sudeste,Espirito Santo,2.593,1.678
2007-11,2007,11,Centro Oeste,Goias,2.552,1.492
2007-11,2007,11,Nordeste,Maranhao,2.695,1.783
2007-11,2007,11,Centro Oeste,Mato Grosso,2.877,1.407
2007-11,2007,11,Centro Oeste,Mato Grosso Do Sul,2.72,1.673
2007-11,2007,11,Sudeste,Minas Gerais,2.448,1.56
2007-11,2007,11,Norte,Para,2.619,2.006
2007-11,2007,11,Nordeste,Paraiba,2.418,1.665
2007-11,2007,11,Sul,Parana,2.451,1.375
2007-11,2007,11,Nordeste,Pernambuco,2.52,1.553
2007-11,2007,11,Nordeste,Piaui,2.584,1.826
2007-11,2007,11,Sudeste,Rio De Janeiro,2.517,1.592
2007-11,2007,11,Nordeste,Rio Grande Do Norte,2.556,1.621
2007-11,2007,11,Sul,Rio Grande Do Sul,2.548,1.646
2007-11,2007,11,Norte,Rondonia,2.68,1.749
2007-11,2007,11,Norte,Roraima,2.569,1.942
2007-11,2007,11,Sul,Santa Catarina,2.51,1.603
2007-11,2007,11,Sudeste,Sao Paulo,2.388,1.187
2007-11,2007,11,Nordeste,Sergipe,2.509,1.781
