Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Regiao,Ano,Valor
2,2,1,2,Nao,Nao,Sim,Leste,2006,2000
2,2,1,1,Sim,Nao,Sim,Leste,2002,1200
3,2,1,2,Nao,Nao,Nao,Leste,2012,2801
2,2,1,2,Nao,Nao,Sim,Leste,2012,2350
3,2,1,1,Sim,Nao,Sim,Leste,2009,2600
3,2,1,2,Nao,Sim,Nao,Leste,2014,2700
2,2,1,1,Sim,Nao,Nao,Leste,2000,1250
2,2,1,1,Nao,Nao,Sim,Leste,2006,1600
3,3,1,2,Sim,Nao,Sim,Leste,2018,3300
2,2,1,1,Nao,Nao,Nao,Leste,2002,1350
2,2,1,1,Nao,Nao,Sim,Leste,2010,1800
3,2,1,2,Sim,Nao,Sim,Leste,2006,1620
3,2,1,2,Sim,Sim,Nao,Leste,2010,1700
3,2,1,2,Nao,Nao,Sim,Leste,2003,1250
3,2,1,2,Nao,Nao,Sim,Leste,1998,1000
3,2,1,2,Sim,Nao,Sim,Leste,2010,2000
2,2,1,1,Sim,Sim,Nao,Leste,2003,1500
2,2,1,1,Sim,Nao,Nao,Leste,2004,1799
2,2,1,1,Nao,Nao,Nao,Leste,2000,1200
2,2,1,1,Nao,Nao,Nao,Leste,2011,1800
3,2,1,1,Nao,Nao,Nao,Leste,2011,1800
2,2,1,1,Nao,Nao,Nao,Leste,2003,1500
2,2,1,2,Nao,Nao,Sim,Leste,2001,1350
2,2,1,1,Nao,Nao,Nao,Leste,2000,1200
2,2,1,1,Nao,Nao,Nao,Leste,2004,1350
2,2,1,1,Nao,Nao,Nao,Leste,2010,1800
2,2,1,1,Nao,Nao,Nao,Leste,2004,1200
2,2,1,1,Nao,Nao,Nao,Leste,2003,1100
2,2,1,1,Sim,Nao,Nao,Leste,2006,1800
2,2,1,1,Nao,Nao,Nao,Leste,2001,1200
2,2,1,1,Sim,Nao,Nao,Leste,2003,1500
2,2,1,1,Sim,Nao,Nao,Leste,2002,1100
2,2,1,2,Sim,Nao,Nao,Leste,1999,900
2,2,1,1,Sim,Nao,Nao,Leste,2009,1800
2,2,1,1,Sim,Nao,Nao,Leste,2000,1100
2,2,1,1,Sim,Nao,Sim,Leste,2007,1500
2,2,1,1,Nao,Nao,Nao,Leste,2007,2000
2,2,1,2,Sim,Nao,Nao,Leste,2001,1150
2,2,1,1,Nao,Nao,Nao,Leste,2000,900
2,2,1,1,Nao,Nao,Nao,Leste,2002,1300
2,2,1,1,Nao,Nao,Nao,Leste,2000,1300
3,2,1,2,Nao,Nao,Nao,Leste,1998,1150
2,2,1,1,Nao,Nao,Nao,Leste,1998,1020
2,2,1,1,Nao,Nao,Nao,Leste,2004,1150
2,2,1,1,Nao,Nao,Nao,Leste,1998,900
2,2,1,1,Nao,Nao,Nao,Leste,2000,1100
2,2,1,1,Nao,Nao,Nao,Leste,2001,1100
2,2,1,1,Nao,Nao,Nao,Leste,2000,1200
2,2,1,1,Nao,Nao,Nao,Leste,2002,1150
2,2,1,1,Nao,Nao,Nao,Leste,1998,955
1,2,1,1,Nao,Nao,Nao,Leste,2000,750
1,2,1,1,Nao,Nao,Nao,Leste,2002,1000
2,2,1,1,Nao,Nao,Nao,Leste,1998,1100
2,2,1,1,Nao,Nao,Nao,Leste,1999,1220
2,2,1,1,Nao,Nao,Nao,Leste,1998,1100
2,2,1,1,Nao,Nao,Nao,Leste,2001,800
1,2,1,1,Nao,Nao,Nao,Leste,1998,750
2,2,1,1,Nao,Nao,Nao,Leste,1999,1000
2,2,1,1,Nao,Nao,Nao,Leste,2005,1210
2,2,1,1,Nao,Nao,Nao,Leste,2000,850
2,2,1,1,Nao,Sim,Nao,Leste,2003,1250
1,2,1,1,Nao,Nao,Nao,Leste,1999,850
2,2,1,1,Nao,Nao,Nao,Leste,2000,750
2,2,1,1,Nao,Nao,Nao,Leste,1999,950
2,2,1,1,Nao,Nao,Nao,Leste,1998,850
1,2,1,1,Nao,Nao,Nao,Leste,1999,1000
2,2,1,1,Nao,Nao,Nao,Leste,1998,900
2,2,1,1,Nao,Nao,Nao,Leste,1998,850
2,2,1,1,Sim,Nao,Nao,Leste,2004,1550
2,2,1,1,Nao,Nao,Nao,Leste,1998,950
2,2,1,1,Nao,Nao,Nao,Leste,2002,1300
2,2,1,1,Nao,Nao,Nao,Leste,2007,1500
2,2,1,1,Nao,Nao,Sim,Leste,2005,1800
2,2,1,1,Sim,Nao,Nao,Leste,1999,1200
2,2,1,1,Nao,Nao,Nao,Leste,2003,1200
2,2,1,1,Nao,Nao,Sim,Leste,2004,1700
2,2,1,1,Nao,Nao,Nao,Leste,2000,800
2,2,1,1,Nao,Nao,Sim,Leste,1998,1000
2,2,1,1,Nao,Nao,Nao,Leste,1998,900
2,2,1,1,Sim,Nao,Nao,Leste,2001,1400
2,2,1,1,Sim,Nao,Sim,Leste,1998,1000
3,2,1,1,Sim,Nao,Sim,Leste,2007,1500
3,4,3,2,Nao,Nao,Sim,Leste,2016,2800
2,2,1,1,Sim,Nao,Nao,Leste,2008,1690
2,2,1,1,Sim,Nao,Nao,Leste,2002,1300
3,2,1,1,Nao,Nao,Nao,Leste,2009,2000
2,2,1,2,Nao,Nao,Nao,Leste,1998,1000
2,2,1,1,Sim,Sim,Nao,Leste,2001,1200
3,2,1,1,Nao,Nao,Sim,Leste,2002,1200
2,2,1,1,Nao,Nao,Nao,Leste,1999,650
2,2,1,1,Nao,Nao,Nao,Leste,1998,800
2,2,1,1,Nao,Nao,Nao,Leste,2001,700
2,2,1,1,Nao,Nao,Nao,Leste,2006,1500
1,2,1,1,Sim,Nao,Nao,Leste,2000,1199
1,2,1,1,Sim,Nao,Nao,Leste,1998,1000
2,2,1,1,Nao,Nao,Nao,Leste,2000,850
3,2,1,1,Nao,Nao,Sim,Leste,2005,1200
2,2,1,1,Sim,Nao,Sim,Leste,2002,950
2,2,1,1,Nao,Nao,Nao,Leste,1998,650
2,2,1,1,Sim,Nao,Sim,Leste,2000,1160
2,2,1,1,Nao,Nao,Nao,Leste,1998,660
2,2,1,1,Nao,Nao,Nao,Leste,2001,750
2,2,1,1,Nao,Nao,Nao,Leste,1998,660
2,2,1,1,Nao,Nao,Nao,Leste,1998,600
1,2,1,1,Nao,Nao,Nao,Leste,2000,610
2,2,1,1,Sim,Nao,Nao,Leste,1998,1100
2,2,1,1,Nao,Nao,Nao,Leste,1999,750
2,2,1,1,Sim,Nao,Sim,Leste,1999,1000
2,2,1,1,Sim,Nao,Nao,Leste,1998,700
2,2,1,1,Nao,Nao,Sim,Leste,2003,1430
3,2,1,1,Nao,Nao,Nao,Leste,2003,1200
2,2,1,1,Nao,Nao,Nao,Leste,1998,1100
2,2,1,1,Sim,Nao,Sim,Leste,2005,1200
2,2,1,1,Nao,Nao,Nao,Leste,2002,900
2,2,1,1,Nao,Nao,Nao,Leste,2003,1100
2,2,1,1,Nao,Nao,Nao,Leste,1999,800
1,2,1,1,Sim,Nao,Sim,Leste,2000,950
2,2,1,1,Nao,Nao,Nao,Leste,2001,1200
2,2,1,1,Nao,Nao,Nao,Leste,1998,900
2,2,1,1,Nao,Nao,Sim,Leste,1998,1050
1,2,1,1,Nao,Nao,Nao,Leste,2001,850
2,2,1,2,Nao,Nao,Nao,Leste,2014,2500
2,2,1,1,Nao,Nao,Nao,Leste,2000,1100
2,2,1,1,Sim,Nao,Nao,Leste,2006,1400
1,2,1,1,Sim,Nao,Nao,Leste,1998,1005
2,2,1,1,Sim,Nao,Sim,Leste,1998,1000
1,2,1,1,Nao,Nao,Nao,Leste,1998,790
2,2,1,1,Nao,Sim,Sim,Leste,2003,1600
2,2,1,1,Sim,Nao,Sim,Leste,2003,1200
2,2,1,1,Sim,Nao,Nao,Leste,2001,1200
2,2,1,1,Sim,Nao,Nao,Leste,2002,1300
3,2,1,2,Nao,Sim,Sim,Leste,2006,1530
2,2,1,1,Sim,Nao,Nao,Leste,2000,1000
2,2,1,1,Nao,Nao,Sim,Leste,2005,1300
3,2,1,1,Nao,Nao,Nao,Leste,2001,1100
2,2,1,1,Nao,Nao,Nao,Leste,2004,1500
2,2,1,1,Nao,Nao,Nao,Leste,2005,1500
2,2,1,1,Nao,Nao,Nao,Leste,2007,1500
2,2,1,1,Nao,Nao,Nao,Leste,1998,900
2,2,1,1,Sim,Nao,Sim,Leste,2001,1400
3,2,1,1,Sim,Nao,Sim,Leste,2008,1700
3,2,1,1,Nao,Nao,Sim,Leste,2006,1700
2,2,1,1,Sim,Nao,Sim,Leste,2006,1750
3,2,1,1,Sim,Nao,Nao,Leste,2002,1520
3,2,1,1,Nao,Nao,Nao,Leste,2006,1800
3,2,1,1,Sim,Nao,Nao,Leste,2007,1667
2,2,1,1,Nao,Nao,Nao,Leste,2004,1300
2,2,1,1,Sim,Nao,Nao,Leste,2003,1100
2,2,1,1,Sim,Nao,Nao,Leste,1998,1100
2,2,1,2,Sim,Nao,Nao,Leste,2002,1200
2,2,1,1,Sim,Nao,Nao,Leste,1999,1100
3,2,1,1,Sim,Nao,Nao,Leste,2001,1500
2,2,1,1,Sim,Nao,Sim,Leste,2001,1500
2,2,1,1,Nao,Nao,Nao,Leste,2004,1500
2,2,1,1,Nao,Nao,Nao,Leste,2002,1500
2,2,1,1,Nao,Nao,Nao,Leste,2007,1500
2,2,1,1,Nao,Nao,Nao,Leste,2004,1500
2,2,1,1,Sim,Nao,Sim,Leste,2000,1200
2,2,1,1,Nao,Nao,Sim,Leste,1998,900
2,2,1,1,Nao,Nao,Sim,Leste,2002,1100
2,2,1,1,Sim,Nao,Sim,Leste,1998,950
2,2,1,1,Sim,Nao,Sim,Leste,1998,990
2,2,1,1,Nao,Nao,Sim,Leste,2005,1440
2,2,1,1,Nao,Nao,Nao,Leste,2007,1600
2,2,1,1,Nao,Nao,Sim,Leste,2002,1000
2,2,1,1,Nao,Nao,Sim,Leste,2000,1200
2,2,1,1,Nao,Nao,Nao,Leste,2004,1250
2,2,1,1,Nao,Nao,Nao,Leste,1998,1100
2,2,1,1,Nao,Nao,Nao,Leste,1998,780
2,2,1,1,Nao,Nao,Nao,Leste,2002,1000
2,2,1,1,Sim,Nao,Sim,Leste,1999,1100
2,2,1,1,Sim,Nao,Nao,Leste,2001,1150
2,2,1,1,Nao,Nao,Nao,Leste,2000,1150
1,2,1,1,Sim,Nao,Nao,Leste,1999,800
1,2,1,1,Nao,Nao,Nao,Leste,2003,1350
1,2,1,1,Nao,Nao,Nao,Leste,2001,1350
2,2,1,1,Nao,Nao,Nao,Leste,2000,1200
1,2,1,1,Sim,Nao,Nao,Leste,1999,1000
2,2,1,1,Sim,Nao,Nao,Leste,2006,1400
3,3,1,2,Sim,Nao,Sim,Leste,2004,1200
2,2,1,2,Nao,Sim,Nao,Leste,2006,2000
2,2,1,1,Sim,Nao,Nao,Leste,2007,1500
3,3,2,2,Sim,Nao,Sim,Leste,2015,2800
3,3,1,2,Sim,Nao,Sim,Leste,2016,2700
1,2,1,1,Sim,Sim,Sim,Leste,2005,1900
2,2,1,1,Sim,Nao,Sim,Leste,2008,1650
2,2,1,1,Sim,Nao,Sim,Leste,2006,1610
2,2,1,1,Nao,Sim,Nao,Leste,2006,1600
3,3,1,2,Sim,Nao,Sim,Leste,2009,2000
2,2,1,1,Sim,Nao,Sim,Leste,2001,1400
3,2,1,1,Nao,Nao,Nao,Leste,2012,2200
2,2,1,1,Nao,Nao,Nao,Leste,2003,1600
3,3,1,3,Nao,Nao,Sim,Leste,2014,3000
3,2,1,1,Sim,Sim,Sim,Leste,2017,3000
2,2,1,1,Sim,Nao,Nao,Leste,2006,1450
1,2,1,1,Sim,Sim,Sim,Leste,2013,2250
1,2,1,1,Sim,Sim,Sim,Leste,2012,2250
2,2,1,1,Nao,Sim,Nao,Leste,2001,1100
2,2,1,1,Sim,Sim,Nao,Leste,1998,1100
2,2,1,1,Sim,Nao,Sim,Leste,2001,1300
2,2,1,1,Nao,Nao,Nao,Leste,2002,1180
2,2,1,1,Nao,Nao,Nao,Leste,1999,1250
2,2,1,1,Sim,Nao,Sim,Leste,2010,1970
2,2,1,1,Nao,Nao,Nao,Leste,2002,1450
2,2,1,1,Nao,Nao,Sim,Leste,2004,1250
3,2,1,3,Sim,Nao,Sim,Leste,2012,3000
2,2,1,1,Sim,Nao,Sim,Leste,2003,1200
3,2,1,1,Nao,Nao,Nao,Leste,2004,1200
1,2,1,1,Nao,Nao,Nao,Leste,2002,1000
2,2,1,1,Nao,Nao,Nao,Leste,2003,1200
3,3,1,1,Sim,Nao,Sim,Leste,2004,1500
2,2,1,1,Sim,Nao,Sim,Leste,2007,1600
2,2,1,1,Sim,Nao,Nao,Leste,2004,1700
2,2,1,1,Sim,Nao,Sim,Leste,1998,1100
2,2,1,1,Sim,Sim,Sim,Leste,2012,2500
2,2,1,1,Nao,Nao,Sim,Leste,2001,1000
2,2,1,1,Nao,Nao,Nao,Leste,1998,1200
3,2,1,1,Sim,Nao,Sim,Leste,2006,1790
1,2,1,1,Nao,Nao,Nao,Leste,2002,1100
3,2,1,1,Nao,Nao,Nao,Leste,2004,1500
2,2,1,1,Sim,Nao,Nao,Leste,1998,1200
2,2,1,1,Sim,Nao,Nao,Leste,1998,1100
2,2,1,1,Nao,Nao,Nao,Leste,1999,1000
2,2,1,1,Sim,Nao,Nao,Leste,1998,1100
1,2,1,1,Nao,Nao,Sim,Leste,2004,1300
2,2,1,1,Sim,Nao,Sim,Leste,2009,1600
2,2,1,1,Nao,Nao,Sim,Leste,2006,1450
2,2,1,1,Nao,Sim,Sim,Leste,2010,1900
3,2,1,1,Nao,Nao,Sim,Leste,2006,1600
3,4,3,4,Sim,Nao,Nao,Leste,2014,3000
2,2,1,2,Nao,Nao,Nao,Leste,2007,2100
1,2,1,1,Sim,Sim,Sim,Leste,2000,1290
2,2,1,1,Sim,Sim,Nao,Leste,2007,1950
2,2,1,1,Nao,Nao,Sim,Leste,2006,1600
2,2,1,1,Sim,Nao,Sim,Leste,2004,1700
2,2,1,1,Sim,Nao,Sim,Leste,2002,1499
2,2,1,1,Nao,Nao,Nao,Leste,2001,1400
2,2,1,1,Sim,Nao,Sim,Leste,2008,2420
2,2,1,1,Sim,Nao,Sim,Leste,2004,1799
1,1,0,1,Nao,Nao,Sim,Leste,2007,1650
3,1,0,0,Nao,Nao,Nao,Leste,2006,1400
2,1,0,1,Nao,Sim,Nao,Leste,2005,1800
1,1,0,0,Nao,Nao,Nao,Leste,2004,1350
2,1,0,0,Sim,Nao,Nao,Leste,2002,1300
2,1,0,1,Nao,Nao,Sim,Leste,2006,1800
2,1,0,1,Sim,Nao,Nao,Leste,2008,1650
2,1,0,1,Nao,Sim,Nao,Leste,2010,1700
1,1,0,0,Nao,Nao,Nao,Leste,1998,1100
3,2,0,1,Nao,Nao,Nao,Leste,2011,1900
1,1,0,0,Nao,Nao,Nao,Leste,2002,1000
2,1,0,1,Nao,Nao,Sim,Leste,2007,1900
1,2,1,0,Nao,Nao,Nao,Leste,2008,1650
1,1,0,0,Nao,Nao,Nao,Leste,1999,1200
1,1,0,1,Nao,Nao,Nao,Leste,1999,1200
3,2,1,2,Nao,Nao,Sim,Leste,2013,2200
3,2,1,2,Nao,Nao,Sim,Leste,2011,2900
2,2,1,1,Nao,Nao,Sim,Leste,1999,1200
3,2,1,4,Nao,Nao,Nao,Leste,2015,2500
1,1,0,1,Nao,Nao,Nao,Leste,2003,1300
2,1,0,0,Nao,Nao,Nao,Leste,1998,1000
2,2,1,1,Nao,Nao,Nao,Leste,2007,1800
2,2,1,1,Nao,Nao,Nao,Leste,2002,1200
2,1,0,1,Nao,Nao,Nao,Leste,2008,2000
2,1,0,1,Nao,Nao,Nao,Leste,1998,955
2,1,0,1,Nao,Nao,Nao,Leste,2003,1200
2,2,1,1,Nao,Nao,Nao,Leste,1998,1000
2,2,1,1,Nao,Nao,Sim,Leste,2014,2500
3,2,1,2,Nao,Nao,Sim,Leste,2009,2600
3,2,1,1,Nao,Nao,Nao,Leste,2013,2200
2,2,1,1,Nao,Nao,Sim,Leste,2014,2250
2,1,0,1,Sim,Nao,Nao,Leste,2002,1550
2,1,0,0,Nao,Nao,Nao,Leste,2010,2500
3,2,0,1,Sim,Nao,Nao,Leste,2007,1700
3,2,1,1,Nao,Nao,Sim,Leste,2006,1800
1,1,0,0,Nao,Nao,Sim,Leste,2000,1100
2,1,0,1,Nao,Nao,Sim,Leste,2010,1800
2,1,0,1,Nao,Nao,Nao,Leste,2006,1600
2,1,0,1,Nao,Nao,Nao,Leste,2008,1600
2,1,0,1,Nao,Nao,Nao,Leste,2009,1600
3,2,1,1,Nao,Nao,Nao,Leste,2007,1800
3,2,1,2,Nao,Nao,Nao,Leste,2008,1500
2,1,0,1,Nao,Nao,Sim,Leste,2002,1000
2,1,0,0,Nao,Nao,Sim,Leste,1998,900
2,1,0,1,Nao,Nao,Nao,Leste,2002,1250
2,1,0,1,Nao,Nao,Nao,Leste,1998,600
2,1,0,1,Sim,Sim,Nao,Leste,2010,1860
3,2,1,2,Nao,Nao,Sim,Leste,2009,2300
1,1,0,1,Nao,Nao,Nao,Leste,2003,1200
2,1,0,1,Nao,Nao,Nao,Leste,1998,900
2,1,0,1,Nao,Nao,Nao,Leste,2006,1300
2,1,0,1,Nao,Nao,Nao,Leste,1999,1100
2,1,0,1,Nao,Nao,Nao,Leste,2008,1500
2,1,0,1,Nao,Nao,Nao,Leste,1998,1200
2,1,0,1,Nao,Nao,Nao,Leste,1999,950
2,1,0,1,Nao,Nao,Sim,Leste,1998,950
2,1,0,1,Nao,Nao,Sim,Leste,2003,1200
2,1,0,1,Nao,Nao,Nao,Leste,1998,950
3,2,1,1,Nao,Nao,Sim,Leste,2004,1600
2,1,0,1,Nao,Nao,Nao,Leste,2001,1000
2,2,0,1,Nao,Nao,Nao,Leste,1999,1010
3,2,1,1,Nao,Nao,Sim,Leste,2005,1250
2,1,0,1,Nao,Nao,Nao,Leste,2001,1200
3,1,0,2,Nao,Sim,Sim,Leste,2006,1530
2,1,0,1,Nao,Nao,Nao,Leste,1999,1250
2,1,0,1,Nao,Nao,Sim,Leste,2002,1170
3,2,1,1,Nao,Nao,Nao,Leste,2002,1300
3,2,1,1,Nao,Nao,Sim,Leste,2000,1205
2,1,0,1,Nao,Nao,Nao,Leste,1998,1000
2,1,0,1,Nao,Nao,Nao,Leste,2001,800
2,1,0,1,Sim,Nao,Nao,Leste,2003,1200
2,1,0,1,Nao,Nao,Nao,Leste,1999,1000
2,1,0,1,Nao,Nao,Nao,Leste,1999,650
2,1,0,1,Nao,Nao,Nao,Leste,1999,750
2,2,1,1,Nao,Nao,Sim,Leste,2015,2500
2,1,0,1,Nao,Nao,Nao,Leste,2006,1500
1,1,0,1,Nao,Sim,Sim,Leste,2015,2500
3,2,1,2,Nao,Sim,Sim,Leste,2012,2800
2,1,0,1,Nao,Sim,Nao,Leste,2007,1700
3,2,1,2,Sim,Sim,Sim,Leste,2012,3000
2,1,0,2,Nao,Nao,Nao,Leste,2007,1500
3,2,1,3,Sim,Nao,Sim,Leste,2012,3000
2,1,0,1,Nao,Nao,Nao,Leste,1999,1150
2,1,0,0,Nao,Nao,Nao,Leste,2011,2000
4,4,3,3,Nao,Sim,Sim,Leste,2015,3000
2,1,0,1,Nao,Nao,Nao,Leste,1998,900
3,2,1,2,Sim,Nao,Sim,Leste,2009,2150
2,1,0,1,Nao,Nao,Sim,Leste,1999,1105
2,1,0,0,Nao,Nao,Nao,Leste,1998,805
2,1,0,1,Nao,Sim,Sim,Leste,1998,1050
2,1,0,1,Nao,Nao,Nao,Leste,1999,1100
1,1,0,1,Nao,Nao,Nao,Leste,1998,1000
2,1,0,1,Nao,Nao,Nao,Leste,2002,1200
2,1,0,1,Nao,Nao,Sim,Leste,2000,980
2,1,0,1,Nao,Nao,Sim,Leste,2003,1200
2,1,0,1,Nao,Nao,Nao,Leste,2002,1000
4,3,2,2,Nao,Nao,Nao,Leste,2017,3000
2,1,0,1,Nao,Nao,Nao,Leste,2002,1500
3,2,1,1,Nao,Nao,Sim,Leste,2016,2700
3,1,0,1,Sim,Nao,Nao,Leste,2005,1500
3,1,0,1,Nao,Nao,Sim,Leste,2001,1500
2,2,1,1,Nao,Nao,Nao,Leste,2006,1400
3,2,1,2,Nao,Nao,Nao,Leste,2013,2500
2,2,1,1,Nao,Nao,Nao,Leste,2007,1400
3,2,1,1,Nao,Nao,Sim,Leste,2005,1700
3,2,1,2,Nao,Nao,Nao,Leste,2009,1800
2,2,1,2,Nao,Nao,Sim,Leste,2013,2650
3,2,1,1,Sim,Sim,Sim,Leste,2009,1850
2,3,2,1,Nao,Nao,Nao,Leste,2010,2100
3,2,1,2,Sim,Sim,Nao,Leste,2008,1900
3,2,1,2,Sim,Nao,Sim,Leste,2008,1850
1,2,1,1,Sim,Nao,Sim,Leste,2009,1700
3,2,1,2,Nao,Sim,Nao,Leste,2014,3000
2,2,1,1,Sim,Sim,Sim,Leste,2013,2850
2,2,1,1,Nao,Nao,Nao,Leste,1999,1200
3,2,1,1,Nao,Nao,Nao,Leste,2001,1500
3,2,1,2,Nao,Sim,Nao,Leste,2013,3000
2,2,1,1,Nao,Nao,Sim,Leste,2001,1400
2,2,0,1,Nao,Nao,Nao,Leste,2004,1500
2,1,0,1,Nao,Nao,Nao,Leste,2006,1800
4,2,1,3,Nao,Nao,Nao,Leste,2015,3000
2,1,0,0,Nao,Nao,Nao,Leste,1998,1100
1,2,1,0,Nao,Nao,Nao,Leste,2004,1480
3,4,3,3,Nao,Nao,Nao,Leste,2008,2100
3,1,0,2,Sim,Nao,Sim,Leste,2017,3000
2,2,1,1,Sim,Nao,Sim,Norte,2011,2700
2,2,1,1,Sim,Nao,Sim,Norte,2008,1800
2,2,1,1,Sim,Nao,Nao,Norte,2005,1350
2,2,1,1,Sim,Nao,Nao,Norte,2006,1350
2,2,1,1,Nao,Nao,Nao,Norte,2001,1350
2,2,1,1,Sim,Nao,Nao,Norte,2002,1350
1,2,1,1,Nao,Nao,Nao,Norte,2000,1200
1,2,1,1,Nao,Nao,Nao,Norte,1999,1200
1,2,1,1,Nao,Nao,Nao,Norte,2003,1200
1,2,1,1,Nao,Nao,Nao,Norte,2001,1100
3,2,1,1,Nao,Nao,Nao,Norte,2004,1400
2,2,1,1,Nao,Nao,Nao,Norte,2002,1350
2,2,1,1,Nao,Nao,Sim,Norte,2014,2900
2,2,1,1,Sim,Sim,Sim,Norte,2010,2500
2,2,1,1,Sim,Nao,Nao,Norte,2015,2900
2,2,1,1,Sim,Nao,Sim,Norte,2011,1900
2,2,1,1,Sim,Nao,Sim,Norte,2005,1900
2,3,1,1,Sim,Nao,Sim,Norte,2008,2000
2,2,1,1,Sim,Sim,Nao,Norte,2009,2250
2,2,1,2,Sim,Nao,Sim,Norte,2014,2900
2,2,1,1,Sim,Nao,Sim,Norte,2010,1800
2,2,1,1,Sim,Nao,Sim,Norte,2013,2100
2,2,1,1,Sim,Sim,Sim,Norte,2009,2300
2,2,1,1,Nao,Sim,Sim,Norte,2014,2900
2,2,1,1,Nao,Sim,Sim,Norte,2016,2900
2,2,1,1,Sim,Sim,Nao,Norte,2013,2250
2,2,1,1,Sim,Sim,Sim,Norte,2010,2500
2,2,1,1,Nao,Sim,Sim,Norte,2016,2900
2,2,1,1,Nao,Nao,Nao,Norte,2005,1500
2,2,1,1,Nao,Nao,Nao,Norte,2000,1000
2,2,1,1,Nao,Nao,Nao,Norte,2000,900
2,2,1,1,Nao,Nao,Nao,Norte,1999,890
2,2,1,1,Nao,Nao,Nao,Norte,1998,700
2,2,1,1,Nao,Nao,Nao,Norte,2002,1040
2,2,1,1,Nao,Nao,Nao,Norte,2001,950
2,2,1,1,Sim,Nao,Nao,Norte,2000,1100
2,2,1,1,Sim,Nao,Nao,Norte,2001,1050
2,2,1,1,Sim,Nao,Nao,Norte,2001,850
2,2,1,1,Nao,Nao,Sim,Norte,2002,1100
2,2,1,1,Sim,Nao,Nao,Norte,2002,980
3,2,1,1,Nao,Nao,Nao,Norte,1998,900
2,2,1,1,Nao,Nao,Nao,Norte,1998,900
2,2,1,1,Nao,Nao,Nao,Norte,1998,999
2,2,1,1,Nao,Nao,Nao,Norte,2009,1570
2,2,1,1,Nao,Nao,Nao,Norte,2000,900
2,2,1,1,Sim,Nao,Nao,Norte,1998,1000
2,2,1,1,Sim,Nao,Nao,Norte,1998,1000
2,2,1,1,Nao,Nao,Nao,Norte,2000,1300
2,2,1,1,Sim,Nao,Sim,Norte,1998,1000
2,2,1,1,Sim,Nao,Nao,Norte,1998,800
2,2,1,1,Nao,Nao,Nao,Norte,2003,1550
2,2,1,1,Nao,Nao,Sim,Norte,2002,1300
2,2,1,1,Nao,Nao,Nao,Norte,2000,950
2,2,1,1,Sim,Sim,Sim,Norte,2000,1000
2,2,1,1,Nao,Nao,Nao,Norte,2006,1320
2,2,1,1,Nao,Nao,Nao,Norte,1998,1200
2,2,1,1,Sim,Nao,Sim,Norte,2009,2000
2,2,1,1,Nao,Nao,Sim,Norte,2003,1300
2,2,1,1,Nao,Nao,Sim,Norte,1999,850
2,2,1,1,Nao,Nao,Sim,Norte,2004,1200
2,2,1,1,Nao,Nao,Nao,Norte,2004,1200
3,4,1,3,Nao,Sim,Sim,Norte,2014,2300
2,2,1,1,Sim,Nao,Sim,Norte,1998,1000
2,2,1,1,Sim,Sim,Sim,Norte,1999,1180
2,2,1,1,Sim,Sim,Sim,Norte,2000,1200
1,2,1,1,Sim,Nao,Nao,Norte,2001,980
2,2,1,1,Nao,Nao,Sim,Norte,2002,1100
2,2,1,1,Sim,Nao,Sim,Norte,2004,1583
2,2,1,1,Sim,Nao,Nao,Norte,2002,1200
1,2,1,1,Sim,Nao,Nao,Norte,1998,600
2,2,1,1,Sim,Nao,Sim,Norte,2004,1400
2,2,1,1,Sim,Nao,Nao,Norte,2002,1050
3,2,1,2,Nao,Nao,Nao,Norte,2003,1600
2,2,1,1,Sim,Nao,Nao,Norte,1998,1000
2,2,1,1,Sim,Nao,Sim,Norte,2001,1120
2,2,1,1,Nao,Nao,Nao,Norte,1999,1000
2,2,1,1,Sim,Sim,Nao,Norte,1998,950
2,2,1,1,Nao,Nao,Sim,Norte,2003,1300
2,2,1,1,Sim,Nao,Sim,Norte,2000,1300
2,2,1,1,Sim,Nao,Sim,Norte,1998,1200
2,2,1,1,Sim,Sim,Nao,Norte,2011,2000
2,2,1,1,Nao,Nao,Sim,Norte,2003,1300
2,2,1,1,Nao,Nao,Nao,Norte,2001,1200
3,2,1,1,Nao,Sim,Nao,Norte,2000,1370
2,2,1,1,Nao,Nao,Nao,Norte,1999,1150
3,2,1,3,Nao,Nao,Sim,Norte,2004,1300
2,2,1,1,Nao,Nao,Nao,Norte,2002,1000
3,2,1,1,Nao,Nao,Nao,Norte,2004,1300
2,2,1,1,Sim,Nao,Nao,Norte,1999,1000
2,2,1,1,Sim,Nao,Nao,Norte,2000,1000
2,2,1,1,Nao,Nao,Nao,Norte,2000,1300
3,2,1,2,Sim,Nao,Sim,Norte,2003,1600
2,2,1,1,Nao,Nao,Nao,Norte,1999,1000
3,3,1,2,Sim,Nao,Sim,Norte,2006,1600
3,2,1,1,Nao,Nao,Nao,Norte,2009,1600
3,2,1,2,Sim,Nao,Sim,Norte,2009,1600
3,2,1,1,Sim,Nao,Sim,Norte,2016,3000
2,2,1,1,Sim,Nao,Nao,Norte,2001,1200
3,2,1,2,Sim,Nao,Sim,Norte,2011,2500
3,2,1,1,Sim,Sim,Sim,Norte,2015,3000
2,2,1,1,Nao,Nao,Nao,Norte,2011,2400
3,2,1,1,Nao,Nao,Sim,Norte,1999,1200
3,2,1,1,Nao,Nao,Sim,Norte,2006,1400
