Estado_civil,Imigrante,Sexo_biologico,Idade_matricula,Estrangeiro,Necessidades_educacionais_especiais,Devedor,Taxas_matricula_em_dia,Bolsista,Taxa_desemprego,Taxa_inflacao,PIB,Curso,Periodo,Qualificacao_previa,disciplinas_primeiro_semestre_notas,disciplinas_segundo_semestre_notas,Situacao
Solteiro,Sim,Feminino,22,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Design de Comunicação,Diurno,Educação secundária,11.666666666666666,13.2,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Turismo,Diurno,Educação secundária,12.166666666666666,13.5,Graduado
Solteiro,Sim,Feminino,23,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Educação Básica,Diurno,Educação secundária,10.0,11.0,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Design de Comunicação,Diurno,Educação secundária,14.0,15.0,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Educação Básica,Diurno,Educação secundária,11.833333333333334,12.0,Matriculado
Casado,Não,Masculino,50,Não,Não,Sim,Não,Não,10.8,1.4,1.74,Jornalismo e Comunicação,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,15.0,0.0,Desistente
Solteiro,Sim,Feminino,19,Sim,Não,Não,Sim,Sim,13.9,-0.3,0.79,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Solteiro,Sim,Feminino,22,Sim,Não,Não,Sim,Não,13.9,-0.3,0.79,Turismo,Diurno,Educação secundária,10.833333333333334,10.666666666666666,Graduado
Solteiro,Não,Feminino,23,Sim,Não,Sim,Sim,Sim,12.4,0.5,1.79,Serviço Social,Diurno,Curso de especialização tecnológica,13.142857142857142,14.0,Graduado
Solteiro,Não,Feminino,20,Não,Não,Sim,Não,Sim,12.7,3.7,-1.7,Enfermagem Veterinária,Diurno,Educação secundária,14.4,14.0,Desistente
Divorciado,Não,Feminino,44,Não,Não,Não,Não,Não,13.9,-0.3,0.79,Serviço Social,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Divorciado,Não,Masculino,49,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Agronomia,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,12.0,11.22222222222222,Graduado
Casado,Não,Masculino,46,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão (noturno),Noturno,Educação secundária,12.2,12.8,Graduado
Solteiro,Sim,Masculino,41,Não,Não,Não,Não,Não,12.4,0.5,1.79,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,12.333333333333334,11.0,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem,Diurno,Educação secundária,11.8375,12.48125,Graduado
Viúvo,Não,Masculino,43,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão (noturno),Noturno,Educação secundária,11.8,14.0,Graduado
Divorciado,Não,Masculino,70,Não,Não,Sim,Não,Não,10.8,1.4,1.74,Gestão,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Divorciado,Não,Masculino,48,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Zootecnia,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Casado,Não,Masculino,41,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Agronomia,Diurno,Educação secundária,12.68421052631579,12.384615384615383,Graduado
Solteiro,Não,Masculino,21,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Turismo,Diurno,Educação secundária,12.571428571428571,13.0,Matriculado
Solteiro,Não,Masculino,35,Sim,Não,Sim,Não,Não,16.2,0.3,-0.92,Tecnologias de Produção de Biocombustíveis,Diurno,Educação secundária,11.25,0.0,Desistente
Casado,Sim,Masculino,44,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Zootecnia,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,14.0,15.5,Graduado
Solteiro,Sim,Masculino,18,Não,Não,Sim,Sim,Não,13.9,-0.3,0.79,Gestão,Diurno,Educação secundária,13.333333333333334,13.5,Desistente
Casado,Sim,Masculino,45,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Serviço Social (noturno),Noturno,Educação secundária,13.666666666666666,13.666666666666666,Graduado
Solteiro,Não,Masculino,20,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Turismo,Diurno,Educação secundária,10.0,10.8,Matriculado
Solteiro,Sim,Masculino,22,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Agronomia,Diurno,Curso de especialização tecnológica,12.6,11.714285714285714,Graduado
Solteiro,Não,Masculino,39,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Engenharia da computação,Diurno,Educação secundária,17.333333333333332,17.0,Desistente
Solteiro,Não,Masculino,20,Não,Não,Não,Não,Não,12.4,0.5,1.79,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,13.2,12.0,Matriculado
Casado,Não,Masculino,49,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,14.0,13.666666666666666,Desistente
Solteiro,Sim,Masculino,43,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Odontologia,Diurno,Educação superior - mestrado,13.875,12.5,Desistente
Casado,Sim,Masculino,32,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão (noturno),Noturno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,47,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Serviço Social,Diurno,Outro - 11º ano de escolaridade,13.11111111111111,14.857142857142858,Graduado
União Estável,Não,Masculino,37,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Gestão (noturno),Noturno,Educação secundária,13.0,13.333333333333334,Desistente
Casado,Não,Masculino,41,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Serviço Social (noturno),Noturno,Educação secundária,12.5,12.142857142857142,Graduado
Casado,Não,Masculino,60,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Agronomia,Diurno,Educação secundária,14.11111111111111,14.23076923076923,Graduado
Casado,Não,Masculino,47,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Turismo,Diurno,Educação secundária,14.727272727272728,15.77777777777778,Graduado
Solteiro,Não,Masculino,50,Não,Não,Sim,Não,Não,12.4,0.5,1.79,Serviço Social (noturno),Noturno,Educação secundária,0.0,0.0,Desistente
Casado,Sim,Masculino,45,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão (noturno),Noturno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Solteiro,Não,Masculino,45,Não,Não,Sim,Não,Não,15.5,2.8,-4.06,Engenharia da computação,Diurno,Educação secundária,0.0,0.0,Desistente
Casado,Não,Masculino,33,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Enfermagem Veterinária,Diurno,Educação secundária,13.5,11.6,Graduado
Solteiro,Não,Masculino,18,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Enfermagem,Diurno,Educação secundária,13.105714285714283,13.105714285714283,Graduado
Casado,Não,Masculino,43,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Enfermagem Veterinária,Diurno,Educação secundária,13.5,14.4,Graduado
Solteiro,Não,Masculino,44,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Serviço Social (noturno),Noturno,Educação secundária,11.846153846153848,12.0,Graduado
Solteiro,Não,Masculino,29,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Zootecnia,Diurno,12º ano de escolaridade - não concluído,0.0,0.0,Desistente
Divorciado,Não,Masculino,53,Não,Não,Sim,Não,Não,12.7,3.7,-1.7,Gestão de Publicidade e Marketing,Diurno,Educação secundária,14.333333333333334,0.0,Desistente
Casado,Não,Masculino,37,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão (noturno),Noturno,Frequência de educação superior,15.8,17.6,Matriculado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Gestão de Publicidade e Marketing,Diurno,Educação secundária,13.8,12.4,Matriculado
Solteiro,Não,Masculino,35,Não,Não,Sim,Sim,Não,16.2,0.3,-0.92,Tecnologias de Produção de Biocombustíveis,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,12.666666666666666,12.0,Desistente
Solteiro,Não,Masculino,23,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Turismo,Diurno,Educação secundária,13.0,12.0,Matriculado
Solteiro,Sim,Masculino,22,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Solteiro,Não,Masculino,33,Não,Não,Não,Não,Não,10.8,1.4,1.74,Serviço Social (noturno),Noturno,Educação secundária,11.0,0.0,Desistente
Solteiro,Não,Masculino,41,Não,Não,Não,Não,Não,10.8,1.4,1.74,Zootecnia,Diurno,Educação superior - licenciatura,0.0,0.0,Desistente
Divorciado,Não,Masculino,51,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem,Diurno,Educação superior - licenciatura,15.2,16.575,Graduado
Solteiro,Não,Masculino,19,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Gestão de Publicidade e Marketing,Diurno,Educação secundária,14.428571428571429,14.375,Graduado
Solteiro,Não,Masculino,35,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Gestão (noturno),Noturno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,20,Sim,Não,Não,Sim,Não,7.6,2.6,0.32,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Gestão de Publicidade e Marketing,Diurno,Educação secundária,13.75,11.2,Matriculado
Solteiro,Não,Masculino,18,Não,Não,Sim,Não,Sim,13.9,-0.3,0.79,Jornalismo e Comunicação,Diurno,Educação secundária,12.166666666666666,12.0,Desistente
Solteiro,Não,Masculino,21,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Agronomia,Diurno,Curso de especialização tecnológica,12.142857142857142,11.666666666666666,Graduado
Solteiro,Sim,Masculino,21,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Turismo,Diurno,Educação secundária,12.0,11.6,Graduado
Casado,Não,Masculino,34,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão,Diurno,Educação secundária,11.666666666666666,12.75,Graduado
Divorciado,Sim,Masculino,34,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Zootecnia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,21,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Gestão de Publicidade e Marketing,Diurno,Educação secundária,11.875,12.0,Graduado
Solteiro,Não,Masculino,32,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Jornalismo e Comunicação,Diurno,Educação secundária,11.285714285714286,12.333333333333334,Matriculado
Solteiro,Sim,Masculino,30,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Turismo,Diurno,Educação secundária,10.0,11.333333333333334,Desistente
Solteiro,Sim,Masculino,19,Não,Não,Sim,Sim,Não,8.9,1.4,3.51,Animação e Design Multimídia,Diurno,Educação secundária,12.0,11.181818181818182,Matriculado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Jornalismo e Comunicação,Diurno,Educação secundária,13.833333333333334,13.0,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Design de Comunicação,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,19,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Turismo,Diurno,Educação secundária,14.428571428571429,12.5,Graduado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Enfermagem,Diurno,Educação secundária,14.2,12.4,Desistente
Solteiro,Não,Masculino,27,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Gestão (noturno),Noturno,Educação secundária,11.5,10.333333333333334,Desistente
Solteiro,Sim,Masculino,52,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Jornalismo e Comunicação,Diurno,Outro - 11º ano de escolaridade,13.0,15.0,Graduado
Casado,Sim,Masculino,29,Não,Não,Não,Não,Não,15.5,2.8,-4.06,Agronomia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,22,Não,Não,Sim,Não,Não,8.9,1.4,3.51,Agronomia,Diurno,Curso de especialização tecnológica,11.333333333333334,11.0,Desistente
Solteiro,Sim,Masculino,28,Sim,Não,Não,Sim,Não,15.5,2.8,-4.06,Enfermagem Veterinária,Diurno,Educação secundária,12.5,11.428571428571429,Graduado
Solteiro,Sim,Masculino,30,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão de Publicidade e Marketing,Diurno,Frequência de educação superior,0.0,0.0,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Enfermagem,Diurno,Educação secundária,13.471428571428572,13.944444444444445,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão de Publicidade e Marketing,Diurno,Educação secundária,11.75,13.333333333333334,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Sim,Sim,Sim,12.7,3.7,-1.7,Design de Comunicação,Diurno,Educação secundária,13.333333333333334,14.666666666666666,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Sim,9.4,-0.8,-3.12,Enfermagem,Diurno,Educação secundária,13.105,13.105,Graduado
Casado,Não,Feminino,32,Não,Não,Sim,Não,Não,10.8,1.4,1.74,Gestão (noturno),Noturno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0.0,0.0,Desistente
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Design de Comunicação,Diurno,Educação secundária,15.5,12.166666666666666,Graduado
Solteiro,Sim,Masculino,19,Não,Não,Sim,Não,Não,15.5,2.8,-4.06,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,18,Sim,Não,Sim,Não,Não,8.9,1.4,3.51,Gestão de Publicidade e Marketing,Diurno,Educação secundária,11.25,12.333333333333334,Desistente
Solteiro,Sim,Masculino,23,Não,Não,Não,Não,Não,7.6,2.6,0.32,Gestão (noturno),Noturno,Educação secundária,11.0,11.363636363636363,Desistente
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Turismo,Diurno,Educação secundária,12.333333333333334,13.0,Graduado
Casado,Sim,Feminino,46,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Gestão,Diurno,Educação secundária,11.375,11.8,Graduado
Solteiro,Não,Masculino,27,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Agronomia,Diurno,Educação secundária,12.22222222222222,12.384615384615383,Graduado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Matriculado
Casado,Sim,Masculino,41,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Serviço Social (noturno),Noturno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,12.0,12.0,Graduado
Solteiro,Não,Masculino,40,Sim,Não,Sim,Sim,Não,11.1,0.6,2.02,Gestão,Diurno,Educação secundária,11.0,10.0,Matriculado
Casado,Não,Masculino,37,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Serviço Social (noturno),Noturno,Curso de especialização tecnológica,14.125,13.0,Graduado
Solteiro,Não,Masculino,20,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Gestão,Diurno,Educação secundária,10.2,11.2,Matriculado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Zootecnia,Diurno,Curso de especialização tecnológica,12.0,12.4,Matriculado
Solteiro,Não,Feminino,26,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Gestão (noturno),Noturno,Educação superior - licenciatura (1º ciclo),12.333333333333334,12.571428571428571,Graduado
Casado,Não,Masculino,54,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Serviço Social (noturno),Noturno,Educação secundária,14.333333333333334,13.857142857142858,Graduado
Solteiro,Sim,Masculino,21,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Gestão de Publicidade e Marketing,Diurno,Educação secundária,15.166666666666666,14.0,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Enfermagem Veterinária,Diurno,Educação secundária,15.142857142857142,15.142857142857142,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Jornalismo e Comunicação,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Enfermagem,Diurno,Educação secundária,13.411428571428573,13.294444444444444,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Serviço Social,Diurno,Educação secundária,12.333333333333334,12.166666666666666,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Enfermagem Veterinária,Diurno,Educação secundária,11.8,12.2,Matriculado
Solteiro,Sim,Feminino,22,Não,Não,Sim,Sim,Não,13.9,-0.3,0.79,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,12.0,12.0,Desistente
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Enfermagem Veterinária,Diurno,Educação secundária,15.0,15.625,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Animação e Design Multimídia,Diurno,Educação secundária,13.875,12.7,Desistente
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Educação Básica,Diurno,Educação secundária,11.833333333333334,14.333333333333334,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Jornalismo e Comunicação,Diurno,Educação secundária,12.5,13.833333333333334,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,8.9,1.4,3.51,Jornalismo e Comunicação,Diurno,Educação secundária,15.0,15.5,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Sim,Sim,Não,15.5,2.8,-4.06,Gestão de Publicidade e Marketing,Diurno,Educação secundária,11.666666666666666,10.5,Desistente
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Sim,15.5,2.8,-4.06,Enfermagem,Diurno,Educação secundária,14.668,14.63375,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Enfermagem,Diurno,Educação secundária,13.345,13.345,Matriculado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Jornalismo e Comunicação,Diurno,Educação secundária,12.8,12.333333333333334,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Serviço Social,Diurno,Educação secundária,10.833333333333334,12.142857142857142,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Design de Comunicação,Diurno,Educação secundária,13.666666666666666,14.0,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Enfermagem,Diurno,Educação secundária,14.537142857142856,14.537142857142856,Graduado
Solteiro,Não,Feminino,18,Não,Não,Sim,Sim,Sim,7.6,2.6,0.32,Enfermagem Veterinária,Diurno,Educação secundária,14.4,14.0,Desistente
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Sim,12.7,3.7,-1.7,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Jornalismo e Comunicação,Diurno,Educação secundária,13.166666666666666,13.833333333333334,Graduado
Solteiro,Não,Masculino,36,Não,Não,Não,Não,Não,15.5,2.8,-4.06,Enfermagem,Diurno,Educação secundária,11.5,0.0,Desistente
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Serviço Social,Diurno,Educação secundária,11.333333333333334,12.428571428571429,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Serviço Social,Diurno,Educação secundária,12.0,13.6,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Jornalismo e Comunicação,Diurno,Educação secundária,13.166666666666666,12.166666666666666,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,8.9,1.4,3.51,Jornalismo e Comunicação,Diurno,Educação secundária,14.833333333333334,14.166666666666666,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Design de Comunicação,Diurno,Educação secundária,13.0,13.22222222222222,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Enfermagem,Diurno,Educação secundária,13.087142857142856,12.95,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,8.9,1.4,3.51,Zootecnia,Diurno,Educação secundária,13.333333333333334,13.666666666666666,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Educação Básica,Diurno,Educação secundária,12.166666666666666,12.75,Matriculado
Solteiro,Sim,Feminino,22,Não,Não,Não,Não,Sim,8.9,1.4,3.51,Design de Comunicação,Diurno,Curso técnico superior profissional,11.0,12.0,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Sim,Não,Não,11.1,0.6,2.02,Serviço Social,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão,Diurno,Educação secundária,13.6,12.2,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Jornalismo e Comunicação,Diurno,Educação secundária,15.5,14.0,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Educação Básica,Diurno,Educação secundária,13.857142857142858,14.285714285714286,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Sim,Sim,Não,11.1,0.6,2.02,Gestão,Diurno,Educação secundária,11.5,10.0,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Design de Comunicação,Diurno,Educação secundária,13.0,12.166666666666666,Graduado
Solteiro,Não,Feminino,23,Não,Não,Sim,Não,Não,11.1,0.6,2.02,Zootecnia,Diurno,Educação secundária,14.0,13.0,Matriculado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Jornalismo e Comunicação,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Design de Comunicação,Diurno,Educação secundária,11.166666666666666,11.5,Matriculado
Solteiro,Sim,Feminino,22,Não,Não,Sim,Não,Sim,12.4,0.5,1.79,Serviço Social,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Educação Básica,Diurno,Educação secundária,12.142857142857142,13.666666666666666,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Enfermagem,Diurno,Educação secundária,14.145714285714286,13.627777777777778,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Enfermagem,Diurno,Educação secundária,14.45,14.144444444444444,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Educação Básica,Diurno,Educação secundária,15.714285714285714,15.0,Graduado
Solteiro,Não,Feminino,21,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Gestão,Diurno,Educação secundária,12.8,12.666666666666666,Matriculado
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Design de Comunicação,Diurno,Educação secundária,12.5,11.5,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Design de Comunicação,Diurno,Educação secundária,14.5,12.833333333333334,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Não,Sim,11.1,0.6,2.02,Enfermagem,Diurno,Educação secundária,13.462857142857144,13.164285714285716,Matriculado
Solteiro,Sim,Feminino,25,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Serviço Social (noturno),Noturno,Educação secundária,12.833333333333334,12.833333333333334,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Gestão,Diurno,Educação secundária,12.0,11.6,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Solteiro,Sim,Feminino,20,Sim,Não,Não,Sim,Não,12.4,0.5,1.79,Enfermagem Veterinária,Diurno,Educação secundária,14.714285714285714,13.2,Matriculado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Serviço Social,Diurno,Educação secundária,12.571428571428571,13.285714285714286,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Jornalismo e Comunicação,Diurno,Educação secundária,12.5,11.5,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão de Publicidade e Marketing,Diurno,Educação secundária,14.0,14.0,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Educação Básica,Diurno,Educação secundária,11.571428571428571,13.166666666666666,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Design de Comunicação,Diurno,Educação secundária,15.833333333333334,15.333333333333334,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Enfermagem,Diurno,Educação secundária,14.25,14.25,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Turismo,Diurno,Educação secundária,11.666666666666666,11.0,Desistente
Solteiro,Não,Feminino,47,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Serviço Social,Diurno,12º ano de escolaridade - não concluído,0.0,0.0,Desistente
Solteiro,Não,Feminino,21,Sim,Não,Sim,Sim,Não,10.8,1.4,1.74,Zootecnia,Diurno,Educação secundária,13.2,12.5,Matriculado
Casado,Não,Masculino,31,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Zootecnia,Diurno,Educação secundária,12.0,10.0,Desistente
Casado,Sim,Masculino,46,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Engenharia da computação,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Engenharia da computação,Diurno,Educação secundária,12.0,11.0,Matriculado
