ID_compra,unidade,cidade,data,horario,categoria_produto,valor_unitario,quantidade,valor_total,metodo_pagamento,ID_cliente,programa_cashback,idade,avaliacao_compra,mes
752,Paulicéia,São Bernardo do Campo,2022-04-04,19:04,Livros,120.9,3,362.70000000000005,Cartão,4348,Não,34,9,4
755,Paulicéia,São Bernardo do Campo,2022-04-04,17:18,Eletrônicos,3007.9,1,3007.9,Dinheiro,9619,Não,52,9,4
758,Parque das nações,Santo André,2022-04-04,16:10,Alimentos e bebidas,31.9,4,127.6,PIX,3503,Não,46,7,4
754,Oswaldo Cruz,São Caetano do Sul,2022-04-04,11:28,Beleza e cuidados pessoais,164.9,2,329.8,Cartão,5442,Não,44,10,4
757,Paulicéia,São Bernardo do Campo,2022-04-04,19:59,Beleza e cuidados pessoais,159.9,2,319.8,PIX,7739,Não,50,5,4
759,Paulicéia,São Bernardo do Campo,2022-04-04,10:18,Casa e limpeza,65.9,4,263.6,Carteira digital,7050,Sim,29,10,4
751,Parque das nações,Santo André,2022-04-04,13:48,Livros,109.9,1,109.9,Cartão,9600,Não,54,10,4
750,Oswaldo Cruz,São Caetano do Sul,2022-04-04,10:18,Eletrônicos,4896.9,3,14690.699999999999,Dinheiro,9367,Não,56,9,4
756,Parque das nações,Santo André,2022-04-04,12:16,Beleza e cuidados pessoais,15.9,3,47.7,Cartão,9555,Não,46,7,4
753,Paulicéia,São Bernardo do Campo,2022-04-04,18:20,Beleza e cuidados pessoais,185.9,3,557.7,Cartão,1226,Não,49,10,4
764,Oswaldo Cruz,São Caetano do Sul,2022-04-05,13:34,Eletrônicos,7603.0,2,15206.0,Cartão,2700,Não,35,9,4
763,Parque das nações,Santo André,2022-04-05,16:53,Livros,33.9,4,135.6,Cartão,1899,Não,41,10,4
761,Paulicéia,São Bernardo do Campo,2022-04-05,16:37,Casa e limpeza,7.9,3,23.700000000000003,Cartão,4004,Sim,29,9,4
760,Paulicéia,São Bernardo do Campo,2022-04-05,19:54,Ferramentas e construção,198.9,2,397.8,PIX,3442,Sim,31,9,4
766,Paulicéia,São Bernardo do Campo,2022-04-05,17:35,Livros,80.0,2,160.0,PIX,7836,Sim,38,10,4
770,Parque das nações,Santo André,2022-04-05,19:41,Eletrônicos,4056.9,1,4056.9,Cartão,4641,Sim,19,10,4
769,Parque das nações,Santo André,2022-04-05,17:55,Livros,143.9,2,287.8,Cartão,8621,Não,49,10,4
768,Paulicéia,São Bernardo do Campo,2022-04-05,17:14,Alimentos e bebidas,81.9,3,245.70000000000002,Cartão,9390,Não,47,10,4
762,Parque das nações,Santo André,2022-04-05,17:27,Ferramentas e construção,317.9,1,317.9,PIX,4450,Não,43,9,4
765,Parque das nações,Santo André,2022-04-05,13:15,Papelaria e escritório,44.9,1,44.9,Cartão,9645,Não,29,10,4
767,Oswaldo Cruz,São Caetano do Sul,2022-04-05,15:13,Alimentos e bebidas,86.9,2,173.8,Cartão,1366,Não,29,9,4
776,Paulicéia,São Bernardo do Campo,2022-04-06,19:34,Casa e limpeza,134.9,1,134.9,Cartão,9711,Não,23,9,4
779,Paulicéia,São Bernardo do Campo,2022-04-06,14:24,Casa e limpeza,55.9,1,55.9,PIX,4901,Não,47,10,4
773,Parque das nações,Santo André,2022-04-06,14:02,Alimentos e bebidas,57.9,5,289.5,Cartão,3046,Não,44,10,4
774,Parque das nações,Santo André,2022-04-06,19:30,Alimentos e bebidas,52.9,5,264.5,PIX,8195,Não,40,9,4
777,Parque das nações,Santo André,2022-04-06,17:02,Alimentos e bebidas,52.0,3,156.0,PIX,7055,Sim,31,10,4
772,Oswaldo Cruz,São Caetano do Sul,2022-04-06,13:02,Eletrônicos,6058.9,1,6058.9,PIX,9735,Não,34,10,4
771,Paulicéia,São Bernardo do Campo,2022-04-06,13:34,Eletrônicos,1410.9,2,2821.8,PIX,9797,Não,48,9,4
775,Parque das nações,Santo André,2022-04-06,13:07,Ferramentas e construção,34.9,3,104.69999999999999,PIX,2003,Não,47,10,4
780,Paulicéia,São Bernardo do Campo,2022-04-06,13:09,Alimentos e bebidas,85.9,3,257.70000000000005,PIX,5304,Não,46,9,4
778,Parque das nações,Santo André,2022-04-06,18:17,Beleza e cuidados pessoais,66.0,3,198.0,Cartão,7794,Sim,25,10,4
790,Paulicéia,São Bernardo do Campo,2022-04-07,15:51,Casa e limpeza,122.9,5,614.5,Cartão,8675,Sim,20,10,4
781,Paulicéia,São Bernardo do Campo,2022-04-07,16:40,Ferramentas e construção,127.9,2,255.8,Dinheiro,1573,Não,55,10,4
786,Paulicéia,São Bernardo do Campo,2022-04-07,11:32,Beleza e cuidados pessoais,34.9,1,34.9,PIX,8746,Não,47,8,4
785,Oswaldo Cruz,São Caetano do Sul,2022-04-07,12:27,Casa e limpeza,199.9,1,199.9,Cartão,8156,Não,34,9,4
788,Parque das nações,Santo André,2022-04-07,10:06,Casa e limpeza,120.9,3,362.70000000000005,Cartão,4494,Não,43,9,4
789,Paulicéia,São Bernardo do Campo,2022-04-07,18:34,Papelaria e escritório,2.9,1,2.9,Carteira digital,1211,Sim,27,10,4
784,Parque das nações,Santo André,2022-04-07,17:37,Papelaria e escritório,3.9,3,11.7,PIX,2574,Sim,32,10,4
792,Oswaldo Cruz,São Caetano do Sul,2022-04-07,18:50,Ferramentas e construção,242.9,1,242.9,Carteira digital,9598,Não,41,10,4
787,Paulicéia,São Bernardo do Campo,2022-04-07,19:14,Casa e limpeza,37.9,3,113.69999999999999,Cartão,5651,Não,18,10,4
791,Paulicéia,São Bernardo do Campo,2022-04-07,16:22,Casa e limpeza,7.9,2,15.8,PIX,7430,Sim,35,9,4
783,Parque das nações,Santo André,2022-04-07,16:50,Casa e limpeza,147.9,5,739.5,PIX,3504,Sim,35,9,4
782,Oswaldo Cruz,São Caetano do Sul,2022-04-07,16:13,Casa e limpeza,169.9,1,169.9,Cartão,8727,Não,51,10,4
797,Oswaldo Cruz,São Caetano do Sul,2022-04-08,12:04,Casa e limpeza,54.9,1,54.9,Cartão,1689,Sim,19,9,4
795,Paulicéia,São Bernardo do Campo,2022-04-08,13:29,Alimentos e bebidas,52.0,4,208.0,Cartão,7771,Sim,29,10,4
802,Paulicéia,São Bernardo do Campo,2022-04-08,16:17,Ferramentas e construção,304.9,3,914.6999999999999,PIX,8509,Não,39,9,4
801,Oswaldo Cruz,São Caetano do Sul,2022-04-08,18:27,Eletrônicos,3143.9,5,15719.5,Dinheiro,4448,Não,55,9,4
794,Parque das nações,Santo André,2022-04-08,16:32,Eletrônicos,624.9,4,2499.6,Cartão,1032,Sim,39,10,4
796,Paulicéia,São Bernardo do Campo,2022-04-08,12:54,Casa e limpeza,36.9,5,184.5,Cartão,1633,Não,38,10,4
799,Paulicéia,São Bernardo do Campo,2022-04-08,9:24,Eletrônicos,4029.9,3,12089.7,Carteira digital,4834,Não,19,9,4
803,Oswaldo Cruz,São Caetano do Sul,2022-04-08,13:13,Ferramentas e construção,340.9,4,1363.6,Cartão,6746,Sim,39,9,4
793,Parque das nações,Santo André,2022-04-08,17:32,Eletrônicos,1768.9,1,1768.9,PIX,2454,Não,41,9,4
798,Oswaldo Cruz,São Caetano do Sul,2022-04-08,12:24,Eletrônicos,5756.9,2,11513.8,Cartão,1451,Sim,38,10,4
800,Paulicéia,São Bernardo do Campo,2022-04-08,11:46,Papelaria e escritório,10.9,2,21.8,PIX,2466,Sim,40,10,4
812,Paulicéia,São Bernardo do Campo,2022-04-09,16:58,Livros,72.9,1,72.9,PIX,6864,Sim,39,10,4
807,Parque das nações,Santo André,2022-04-09,13:13,Livros,60.9,3,182.7,PIX,8595,Sim,34,9,4
805,Parque das nações,Santo André,2022-04-09,18:41,Eletrônicos,2951.9,4,11807.6,Cartão,9153,Não,34,9,4
814,Oswaldo Cruz,São Caetano do Sul,2022-04-09,12:58,Papelaria e escritório,30.9,1,30.9,Cartão,7742,Sim,39,9,4
806,Paulicéia,São Bernardo do Campo,2022-04-09,18:22,Alimentos e bebidas,45.9,1,45.9,Cartão,3305,Não,43,9,4
810,Parque das nações,Santo André,2022-04-09,12:52,Casa e limpeza,30.9,5,154.5,Cartão,3957,Sim,28,9,4
808,Oswaldo Cruz,São Caetano do Sul,2022-04-09,11:46,Ferramentas e construção,108.9,5,544.5,PIX,7389,Sim,39,10,4
809,Oswaldo Cruz,São Caetano do Sul,2022-04-09,9:13,Livros,60.9,2,121.8,Cartão,2149,Sim,31,10,4
813,Parque das nações,Santo André,2022-04-09,17:33,Alimentos e bebidas,45.9,2,91.8,PIX,7108,Não,49,4,4
811,Oswaldo Cruz,São Caetano do Sul,2022-04-09,18:56,Beleza e cuidados pessoais,30.9,3,92.69999999999999,PIX,2704,Não,53,10,4
804,Oswaldo Cruz,São Caetano do Sul,2022-04-09,17:16,Alimentos e bebidas,58.0,3,174.0,PIX,4356,Não,38,9,4
820,Oswaldo Cruz,São Caetano do Sul,2022-04-11,18:19,Livros,79.9,5,399.5,Cartão,5529,Não,48,10,4
818,Oswaldo Cruz,São Caetano do Sul,2022-04-11,17:29,Eletrônicos,3951.9,3,11855.7,Cartão,2957,Não,38,9,4
816,Oswaldo Cruz,São Caetano do Sul,2022-04-11,12:19,Beleza e cuidados pessoais,43.9,3,131.7,Carteira digital,3294,Sim,28,9,4
815,Oswaldo Cruz,São Caetano do Sul,2022-04-11,12:21,Beleza e cuidados pessoais,41.9,2,83.8,Cartão,4564,Não,50,10,4
819,Parque das nações,Santo André,2022-04-11,11:51,Livros,69.9,5,349.5,Cartão,2879,Sim,38,9,4
822,Oswaldo Cruz,São Caetano do Sul,2022-04-11,14:45,Alimentos e bebidas,39.9,3,119.69999999999999,Cartão,9124,Não,48,10,4
821,Oswaldo Cruz,São Caetano do Sul,2022-04-11,17:40,Beleza e cuidados pessoais,197.9,5,989.5,PIX,2089,Não,46,10,4
823,Oswaldo Cruz,São Caetano do Sul,2022-04-11,10:04,Alimentos e bebidas,57.9,3,173.7,PIX,5343,Não,44,9,4
817,Oswaldo Cruz,São Caetano do Sul,2022-04-11,19:22,Casa e limpeza,176.9,5,884.5,Cartão,4272,Não,45,9,4
827,Paulicéia,São Bernardo do Campo,2022-04-12,16:14,Beleza e cuidados pessoais,77.9,5,389.5,PIX,4855,Não,48,4,4
825,Paulicéia,São Bernardo do Campo,2022-04-12,18:40,Beleza e cuidados pessoais,141.9,3,425.70000000000005,Cartão,1671,Sim,37,10,4
828,Oswaldo Cruz,São Caetano do Sul,2022-04-12,12:40,Eletrônicos,5587.9,5,27939.5,PIX,8291,Sim,34,9,4
829,Parque das nações,Santo André,2022-04-12,12:50,Alimentos e bebidas,98.9,5,494.5,Dinheiro,1166,Não,55,4,4
833,Oswaldo Cruz,São Caetano do Sul,2022-04-12,16:28,Casa e limpeza,197.0,1,197.0,Cartão,5391,Não,42,8,4
830,Paulicéia,São Bernardo do Campo,2022-04-12,13:13,Casa e limpeza,112.9,3,338.70000000000005,Cartão,3105,Não,42,6,4
832,Paulicéia,São Bernardo do Campo,2022-04-12,18:04,Casa e limpeza,83.9,2,167.8,Dinheiro,8683,Não,55,9,4
826,Oswaldo Cruz,São Caetano do Sul,2022-04-12,18:31,Beleza e cuidados pessoais,112.9,3,338.70000000000005,Dinheiro,5230,Sim,30,9,4
831,Oswaldo Cruz,São Caetano do Sul,2022-04-12,11:56,Livros,134.9,2,269.8,Carteira digital,1783,Sim,26,9,4
824,Oswaldo Cruz,São Caetano do Sul,2022-04-12,16:39,Casa e limpeza,20.9,1,20.9,PIX,1623,Não,51,10,4
836,Parque das nações,Santo André,2022-04-13,11:46,Eletrônicos,1239.0,5,6195.0,Cartão,8001,Não,18,9,4
841,Parque das nações,Santo André,2022-04-13,12:53,Beleza e cuidados pessoais,32.9,1,32.9,Cartão,3175,Sim,32,10,4
838,Parque das nações,Santo André,2022-04-13,14:43,Alimentos e bebidas,55.9,3,167.7,Carteira digital,6869,Não,18,10,4
834,Parque das nações,Santo André,2022-04-13,19:59,Eletrônicos,2454.9,3,7364.700000000001,Cartão,3281,Não,33,10,4
843,Oswaldo Cruz,São Caetano do Sul,2022-04-13,18:04,Eletrônicos,7646.9,1,7646.9,Cartão,7340,Não,47,9,4
835,Parque das nações,Santo André,2022-04-13,18:47,Eletrônicos,7454.9,1,7454.9,Cartão,2773,Não,46,9,4
837,Paulicéia,São Bernardo do Campo,2022-04-13,13:41,Casa e limpeza,60.9,2,121.8,Cartão,3397,Não,51,10,4
839,Parque das nações,Santo André,2022-04-13,18:13,Ferramentas e construção,132.9,2,265.8,Cartão,2589,Sim,35,9,4
842,Oswaldo Cruz,São Caetano do Sul,2022-04-13,19:46,Eletrônicos,7871.9,4,31487.6,Cartão,7826,Não,49,9,4
840,Parque das nações,Santo André,2022-04-13,10:56,Casa e limpeza,104.9,2,209.8,PIX,9686,Não,41,10,4
848,Paulicéia,São Bernardo do Campo,2022-04-14,18:59,Beleza e cuidados pessoais,217.9,3,653.7,PIX,1250,Não,36,6,4
844,Parque das nações,Santo André,2022-04-14,14:20,Papelaria e escritório,43.9,5,219.5,PIX,3000,Sim,40,10,4
846,Oswaldo Cruz,São Caetano do Sul,2022-04-14,9:43,Papelaria e escritório,32.9,3,98.69999999999999,Dinheiro,4630,Não,30,9,4
845,Parque das nações,Santo André,2022-04-14,13:23,Alimentos e bebidas,28.9,2,57.8,Cartão,6685,Não,44,10,4
852,Parque das nações,Santo André,2022-04-14,13:17,Ferramentas e construção,54.9,1,54.9,Carteira digital,8041,Sim,28,9,4
849,Oswaldo Cruz,São Caetano do Sul,2022-04-14,18:42,Beleza e cuidados pessoais,101.0,5,505.0,PIX,7663,Sim,40,9,4
851,Oswaldo Cruz,São Caetano do Sul,2022-04-14,17:52,Beleza e cuidados pessoais,55.9,2,111.8,PIX,2478,Sim,40,9,4
850,Paulicéia,São Bernardo do Campo,2022-04-14,17:48,Alimentos e bebidas,64.9,2,129.8,PIX,8391,Sim,34,10,4
847,Paulicéia,São Bernardo do Campo,2022-04-14,16:49,Casa e limpeza,43.9,3,131.7,PIX,4729,Não,41,9,4
859,Parque das nações,Santo André,2022-04-16,18:30,Beleza e cuidados pessoais,107.0,5,535.0,PIX,3643,Não,44,10,4
858,Paulicéia,São Bernardo do Campo,2022-04-16,15:11,Papelaria e escritório,47.9,5,239.5,PIX,3394,Sim,35,9,4
855,Oswaldo Cruz,São Caetano do Sul,2022-04-16,14:15,Alimentos e bebidas,45.9,5,229.5,PIX,4087,Não,49,9,4
856,Paulicéia,São Bernardo do Campo,2022-04-16,13:06,Beleza e cuidados pessoais,168.0,2,336.0,Cartão,5790,Sim,31,10,4
862,Oswaldo Cruz,São Caetano do Sul,2022-04-16,13:16,Ferramentas e construção,57.9,2,115.8,Dinheiro,7809,Não,57,9,4
863,Parque das nações,Santo André,2022-04-16,15:21,Alimentos e bebidas,84.9,3,254.70000000000002,Carteira digital,2863,Não,21,9,4
861,Paulicéia,São Bernardo do Campo,2022-04-16,12:05,Ferramentas e construção,232.9,2,465.8,PIX,6205,Não,50,9,4
860,Paulicéia,São Bernardo do Campo,2022-04-16,16:55,Beleza e cuidados pessoais,138.9,1,138.9,PIX,3055,Não,46,9,4
854,Paulicéia,São Bernardo do Campo,2022-04-16,18:50,Beleza e cuidados pessoais,150.9,5,754.5,PIX,8280,Sim,30,9,4
857,Oswaldo Cruz,São Caetano do Sul,2022-04-16,9:16,Beleza e cuidados pessoais,80.9,1,80.9,Cartão,2887,Sim,25,5,4
853,Paulicéia,São Bernardo do Campo,2022-04-16,13:37,Beleza e cuidados pessoais,189.9,5,949.5,PIX,8250,Sim,40,9,4
870,Parque das nações,Santo André,2022-04-18,13:39,Beleza e cuidados pessoais,142.9,1,142.9,Cartão,1074,Não,51,10,4
869,Paulicéia,São Bernardo do Campo,2022-04-18,16:26,Casa e limpeza,36.9,1,36.9,Cartão,9401,Não,44,10,4
868,Paulicéia,São Bernardo do Campo,2022-04-18,13:06,Eletrônicos,106.9,2,213.8,Cartão,8224,Sim,39,10,4
872,Oswaldo Cruz,São Caetano do Sul,2022-04-18,12:07,Alimentos e bebidas,21.9,4,87.6,Cartão,6760,Não,56,9,4
864,Parque das nações,Santo André,2022-04-18,10:39,Alimentos e bebidas,34.9,5,174.5,PIX,6529,Sim,40,9,4
866,Parque das nações,Santo André,2022-04-18,18:39,Livros,76.9,4,307.6,Cartão,5491,Sim,29,9,4
865,Oswaldo Cruz,São Caetano do Sul,2022-04-18,16:50,Papelaria e escritório,44.9,5,224.5,Carteira digital,4247,Não,28,10,4
867,Oswaldo Cruz,São Caetano do Sul,2022-04-18,14:47,Alimentos e bebidas,23.9,1,23.9,PIX,5019,Sim,32,9,4
871,Oswaldo Cruz,São Caetano do Sul,2022-04-18,13:35,Beleza e cuidados pessoais,130.9,5,654.5,Cartão,6176,Não,40,0,4
873,Parque das nações,Santo André,2022-04-19,12:53,Eletrônicos,7887.9,5,39439.5,PIX,4352,Sim,38,9,4
874,Oswaldo Cruz,São Caetano do Sul,2022-04-19,13:30,Alimentos e bebidas,4.9,1,4.9,PIX,1205,Sim,32,10,4
878,Oswaldo Cruz,São Caetano do Sul,2022-04-19,16:45,Alimentos e bebidas,20.9,3,62.699999999999996,Cartão,8586,Sim,40,10,4
877,Oswaldo Cruz,São Caetano do Sul,2022-04-19,19:22,Ferramentas e construção,279.9,2,559.8,PIX,7632,Não,32,9,4
875,Oswaldo Cruz,São Caetano do Sul,2022-04-19,15:28,Alimentos e bebidas,3.9,1,3.9,Carteira digital,6072,Sim,24,10,4
880,Parque das nações,Santo André,2022-04-19,19:37,Alimentos e bebidas,58.9,1,58.9,PIX,3849,Sim,39,10,4
879,Parque das nações,Santo André,2022-04-19,18:00,Casa e limpeza,70.9,3,212.70000000000002,Dinheiro,8487,Não,55,9,4
876,Paulicéia,São Bernardo do Campo,2022-04-19,16:28,Eletrônicos,4267.9,1,4267.9,PIX,7736,Sim,31,7,4
884,Oswaldo Cruz,São Caetano do Sul,2022-04-20,17:32,Alimentos e bebidas,35.9,4,143.6,Carteira digital,6227,Sim,18,9,4
885,Paulicéia,São Bernardo do Campo,2022-04-20,19:30,Livros,148.9,4,595.6,Cartão,3135,Sim,27,4,4
882,Paulicéia,São Bernardo do Campo,2022-04-20,14:10,Eletrônicos,3663.9,1,3663.9,Carteira digital,8438,Não,29,9,4
888,Parque das nações,Santo André,2022-04-20,10:02,Casa e limpeza,189.9,2,379.8,Cartão,8209,Sim,29,10,4
887,Oswaldo Cruz,São Caetano do Sul,2022-04-20,18:46,Alimentos e bebidas,54.9,1,54.9,Cartão,3697,Não,28,9,4
881,Paulicéia,São Bernardo do Campo,2022-04-20,19:07,Casa e limpeza,100.9,3,302.70000000000005,Cartão,1035,Não,46,9,4
889,Parque das nações,Santo André,2022-04-20,19:33,Eletrônicos,3979.9,5,19899.5,PIX,8877,Sim,38,9,4
883,Oswaldo Cruz,São Caetano do Sul,2022-04-20,17:16,Ferramentas e construção,145.9,5,729.5,Cartão,6843,Sim,25,10,4
890,Oswaldo Cruz,São Caetano do Sul,2022-04-20,15:01,Beleza e cuidados pessoais,106.9,4,427.6,Cartão,3567,Sim,40,9,4
886,Parque das nações,Santo André,2022-04-20,18:39,Alimentos e bebidas,48.9,1,48.9,PIX,5507,Não,48,10,4
893,Paulicéia,São Bernardo do Campo,2022-04-22,18:22,Alimentos e bebidas,55.9,2,111.8,Carteira digital,9687,Sim,28,9,4
895,Oswaldo Cruz,São Caetano do Sul,2022-04-22,11:16,Alimentos e bebidas,12.9,5,64.5,Cartão,3765,Não,44,9,4
891,Paulicéia,São Bernardo do Campo,2022-04-22,14:38,Livros,48.9,1,48.9,Dinheiro,5984,Não,30,9,4
897,Paulicéia,São Bernardo do Campo,2022-04-22,9:10,Casa e limpeza,125.9,4,503.6,Dinheiro,7431,Não,58,10,4
899,Paulicéia,São Bernardo do Campo,2022-04-22,13:58,Alimentos e bebidas,41.9,4,167.6,PIX,6927,Sim,39,9,4
896,Oswaldo Cruz,São Caetano do Sul,2022-04-22,16:25,Ferramentas e construção,253.9,3,761.7,Cartão,1115,Não,18,10,4
892,Parque das nações,Santo André,2022-04-22,18:59,Casa e limpeza,134.9,1,134.9,Cartão,7521,Não,50,10,4
894,Paulicéia,São Bernardo do Campo,2022-04-22,11:54,Beleza e cuidados pessoais,96.9,5,484.5,Cartão,3995,Sim,26,9,4
900,Oswaldo Cruz,São Caetano do Sul,2022-04-22,12:20,Alimentos e bebidas,78.9,3,236.70000000000002,Cartão,6478,Não,43,10,4
898,Paulicéia,São Bernardo do Campo,2022-04-22,13:04,Livros,25.9,3,77.69999999999999,PIX,9063,Não,42,9,4
904,Paulicéia,São Bernardo do Campo,2022-04-23,11:51,Alimentos e bebidas,65.9,1,65.9,Cartão,8972,Não,49,10,4
905,Oswaldo Cruz,São Caetano do Sul,2022-04-23,19:42,Alimentos e bebidas,7.9,4,31.6,Carteira digital,7624,Sim,27,10,4
903,Paulicéia,São Bernardo do Campo,2022-04-23,18:11,Alimentos e bebidas,14.9,5,74.5,Cartão,7399,Sim,20,10,4
906,Oswaldo Cruz,São Caetano do Sul,2022-04-23,11:34,Alimentos e bebidas,38.9,1,38.9,PIX,8417,Não,45,10,4
909,Parque das nações,Santo André,2022-04-23,18:08,Eletrônicos,6315.9,4,25263.6,Cartão,8880,Sim,18,9,4
907,Paulicéia,São Bernardo do Campo,2022-04-23,13:21,Alimentos e bebidas,69.0,1,69.0,Cartão,5128,Sim,36,6,4
908,Parque das nações,Santo André,2022-04-23,12:10,Casa e limpeza,148.9,1,148.9,Dinheiro,9155,Não,55,10,4
901,Paulicéia,São Bernardo do Campo,2022-04-23,17:37,Eletrônicos,6882.9,2,13765.8,Dinheiro,7974,Sim,30,10,4
902,Paulicéia,São Bernardo do Campo,2022-04-23,12:44,Papelaria e escritório,24.9,1,24.9,PIX,6161,Sim,39,10,4
910,Paulicéia,São Bernardo do Campo,2022-04-25,15:23,Papelaria e escritório,19.9,2,39.8,Cartão,1246,Não,52,9,4
913,Oswaldo Cruz,São Caetano do Sul,2022-04-25,11:58,Livros,91.9,2,183.8,Cartão,8016,Sim,28,10,4
917,Oswaldo Cruz,São Caetano do Sul,2022-04-25,13:18,Alimentos e bebidas,91.9,4,367.6,Cartão,2217,Não,45,9,4
912,Paulicéia,São Bernardo do Campo,2022-04-25,13:43,Beleza e cuidados pessoais,68.9,4,275.6,PIX,4644,Não,47,6,4
916,Parque das nações,Santo André,2022-04-25,17:11,Beleza e cuidados pessoais,21.9,2,43.8,PIX,3485,Não,52,10,4
914,Oswaldo Cruz,São Caetano do Sul,2022-04-25,16:28,Eletrônicos,4065.0,3,12195.0,Dinheiro,1973,Não,57,10,4
911,Parque das nações,Santo André,2022-04-25,18:44,Casa e limpeza,110.9,4,443.6,PIX,2673,Sim,34,9,4
915,Paulicéia,São Bernardo do Campo,2022-04-25,19:05,Ferramentas e construção,80.0,2,160.0,PIX,5729,Sim,39,10,4
923,Parque das nações,Santo André,2022-04-26,18:50,Eletrônicos,1633.9,3,4901.700000000001,PIX,5609,Não,31,9,4
925,Paulicéia,São Bernardo do Campo,2022-04-26,12:56,Papelaria e escritório,22.9,5,114.5,Cartão,4222,Não,54,9,4
922,Oswaldo Cruz,São Caetano do Sul,2022-04-26,9:31,Eletrônicos,3126.9,1,3126.9,Carteira digital,2573,Sim,23,9,4
920,Oswaldo Cruz,São Caetano do Sul,2022-04-26,15:32,Ferramentas e construção,237.9,2,475.8,Carteira digital,5953,Não,22,10,4
924,Paulicéia,São Bernardo do Campo,2022-04-26,17:22,Eletrônicos,6082.0,3,18246.0,Carteira digital,2588,Não,18,9,4
919,Paulicéia,São Bernardo do Campo,2022-04-26,9:05,Papelaria e escritório,29.9,2,59.8,Cartão,6385,Não,51,9,4
918,Parque das nações,Santo André,2022-04-26,13:20,Alimentos e bebidas,9.0,3,27.0,Carteira digital,2412,Sim,28,10,4
921,Paulicéia,São Bernardo do Campo,2022-04-26,11:00,Casa e limpeza,134.9,1,134.9,Dinheiro,8094,Não,56,10,4
926,Oswaldo Cruz,São Caetano do Sul,2022-04-27,19:49,Beleza e cuidados pessoais,204.9,3,614.7,Dinheiro,7930,Sim,30,10,4
928,Oswaldo Cruz,São Caetano do Sul,2022-04-27,17:47,Beleza e cuidados pessoais,127.0,3,381.0,PIX,1975,Não,42,9,4
932,Paulicéia,São Bernardo do Campo,2022-04-27,17:19,Alimentos e bebidas,88.9,1,88.9,Cartão,8213,Sim,39,9,4
931,Oswaldo Cruz,São Caetano do Sul,2022-04-27,10:25,Eletrônicos,55.9,2,111.8,Dinheiro,2715,Não,30,10,4
933,Paulicéia,São Bernardo do Campo,2022-04-27,9:45,Papelaria e escritório,4.9,2,9.8,PIX,8029,Não,45,9,4
936,Oswaldo Cruz,São Caetano do Sul,2022-04-27,18:11,Ferramentas e construção,309.0,2,618.0,PIX,5599,Não,34,10,4
930,Paulicéia,São Bernardo do Campo,2022-04-27,12:59,Eletrônicos,2217.9,3,6653.700000000001,PIX,5450,Não,36,10,4
934,Paulicéia,São Bernardo do Campo,2022-04-27,18:04,Alimentos e bebidas,25.9,4,103.6,Cartão,9837,Não,46,10,4
929,Paulicéia,São Bernardo do Campo,2022-04-27,13:53,Beleza e cuidados pessoais,170.9,5,854.5,Cartão,3534,Sim,28,5,4
927,Parque das nações,Santo André,2022-04-27,16:39,Alimentos e bebidas,52.9,5,264.5,PIX,9948,Não,48,9,4
935,Parque das nações,Santo André,2022-04-27,11:32,Eletrônicos,58.9,2,117.8,Carteira digital,8205,Sim,30,9,4
937,Parque das nações,Santo André,2022-04-27,14:26,Eletrônicos,5005.9,5,25029.5,PIX,7582,Sim,33,4,4
940,Oswaldo Cruz,São Caetano do Sul,2022-04-28,19:44,Beleza e cuidados pessoais,137.9,5,689.5,Cartão,5417,Não,42,9,4
941,Parque das nações,Santo André,2022-04-28,18:54,Beleza e cuidados pessoais,33.9,2,67.8,Cartão,3471,Sim,23,7,4
944,Parque das nações,Santo André,2022-04-28,10:38,Eletrônicos,2316.9,3,6950.700000000001,Cartão,9849,Não,44,9,4
945,Oswaldo Cruz,São Caetano do Sul,2022-04-28,14:23,Papelaria e escritório,22.9,5,114.5,PIX,6222,Não,46,9,4
943,Parque das nações,Santo André,2022-04-28,13:41,Beleza e cuidados pessoais,167.9,1,167.9,Cartão,3720,Não,43,9,4
938,Parque das nações,Santo André,2022-04-28,12:59,Papelaria e escritório,12.9,5,64.5,Cartão,7795,Não,39,9,4
939,Oswaldo Cruz,São Caetano do Sul,2022-04-28,18:07,Casa e limpeza,100.9,3,302.70000000000005,Cartão,2688,Não,22,9,4
942,Oswaldo Cruz,São Caetano do Sul,2022-04-28,18:17,Eletrônicos,1780.9,1,1780.9,Cartão,2638,Sim,39,10,4
948,Parque das nações,Santo André,2022-04-29,18:15,Casa e limpeza,121.9,2,243.8,Cartão,1251,Sim,37,10,4
955,Parque das nações,Santo André,2022-04-29,15:18,Casa e limpeza,125.9,3,377.70000000000005,PIX,3619,Não,42,10,4
949,Paulicéia,São Bernardo do Campo,2022-04-29,11:14,Casa e limpeza,170.9,3,512.7,Dinheiro,5607,Não,70,10,4
956,Parque das nações,Santo André,2022-04-29,10:27,Eletrônicos,7237.9,1,7237.9,Carteira digital,5947,Sim,21,8,4
952,Oswaldo Cruz,São Caetano do Sul,2022-04-29,10:57,Alimentos e bebidas,97.9,5,489.5,PIX,1162,Não,49,10,4
951,Parque das nações,Santo André,2022-04-29,17:48,Ferramentas e construção,202.9,4,811.6,Cartão,8665,Não,39,10,4
950,Parque das nações,Santo André,2022-04-29,19:41,Beleza e cuidados pessoais,220.9,4,883.6,PIX,9013,Não,45,10,4
